id,ad_type,start_date,end_date,created_on,lat,lon,l1,l2,l3,l4,l5,l6,rooms,bedrooms,bathrooms,surface_total,surface_covered,price_period,title,paga_comision
JBPZ8Pbfll2ocRJ3fujXOQ==,Propiedad,2020-01-19,2020-08-02,2020-01-19,-34.626128,-58.465354000000005,Argentina,Capital Federal,Flores,,,,10.0,6.0,2.0,383.0,270.0,,"PH en venta . FLores, CABA",no paga
1km/zlCOjRUOXzSNiw2LZw==,Propiedad,2019-10-21,2019-10-22,2019-10-21,-34.6432015,-58.5142038,Argentina,Capital Federal,Liniers,,,,3.0,,1.0,,75.0,Mensual,PH Tipo Duplex 3 Ambientes en Liniers,no paga
eGI/1n+d5kJyIoL6+BXlkw==,Propiedad,2020-07-25,2020-07-27,2020-07-25,-38.013251000000004,-57.5583325,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Chauvín,,,2.0,1.0,1.0,,,,PH SIN EXPENSAS EN CHAUVIN -RECICLADO A NUEVO ,no paga
JizoZJGxvABm8pvU4Evn2A==,Propiedad,2019-12-12,2020-06-12,2019-12-12,-34.5652375,-58.4901585,Argentina,Capital Federal,Villa Urquiza,,,,3.0,,1.0,87.0,70.0,Mensual,PH - Villa Urquiza,no paga
o9sHP9RFyjSJ05olUFQdPQ==,Propiedad,2020-08-12,9999-12-31,2020-08-12,-34.6518244,-58.556152600000004,Argentina,Bs.As. G.B.A. Zona Oeste,La Matanza,,,,4.0,3.0,2.0,,,,Casa PH en Venta en Ramos Mejia,no paga
yRpQXsyEy9qlR3cXzkOnUA==,Propiedad,2019-12-16,2019-12-23,2019-12-16,-34.6009881129,-58.4330614828,Argentina,Capital Federal,Almagro,,,,3.0,2.0,1.0,70.0,70.0,,Depto.tipo casa de 3 ambientes en Venta en Almagro,no paga
WBSIEz49ydUIewqbhNALUQ==,Propiedad,2020-08-05,2020-09-13,2020-08-05,-34.595628000000005,-58.529513,Argentina,Bs.As. G.B.A. Zona Norte,General San Martín,Villa Lynch,,,5.0,3.0,1.0,165.0,130.0,,PH tipo casa V. Lynch 3 dormitorios patio y garage,no paga
J2xrFl42xXIhqP1KA8dDMg==,Propiedad,2020-04-17,2020-09-15,2020-04-17,-34.689040999999996,-58.494514,Argentina,Bs.As. G.B.A. Zona Oeste,La Matanza,Villa Madero,,,5.0,3.0,1.0,,,,"Mariquita Sanchez de Thompson y Evita - CASA ANTIGUA DE 5 AMBIENTES SOBRE LOTE de 247 m2 (8,66 x 28,54m)",no paga
F/VpuB9m1idYExY+++DiFA==,Propiedad,2019-11-14,2020-01-08,2019-11-14,-34.58080089999999,-58.50540649999999,Argentina,Capital Federal,Villa Pueyrredón,,,,2.0,,1.0,65.0,40.0,Mensual,GAVILAN 4200 / PH EN VENTA / DOS AMBIENTES CON JARDIN / VILLA PUEYRREDON,no paga
OFYDCosySbzakep1JX4p5A==,Propiedad,2020-08-12,2020-09-10,2020-08-12,-32.9633872,-60.6396544,Argentina,Santa Fe,Rosario,,,,1.0,,1.0,28.0,28.0,,"Moderno monoambiente de pasillo a estrenar, barrio Abasto",no paga
g8nB5wNtZDL1AkS9IRenTw==,Propiedad,2020-06-12,2020-06-15,2020-06-12,-34.6591207,-58.709991599999995,Argentina,Bs.As. G.B.A. Zona Oeste,Merlo,San Antonio De Padua,,,3.0,2.0,1.0,70.0,70.0,Mensual,PH - San Antonio De Padua,no paga
FxL9yuCxFY50w2Ph3pC7Kg==,Propiedad,2020-01-08,9999-12-31,2020-01-08,,,Argentina,Capital Federal,,,,,4.0,2.0,2.0,,,,CASA EN VENTA,no paga
Az2ovPgFjgNqHygtPwM02w==,Propiedad,2020-02-22,2020-10-03,2020-02-22,-34.637908,-58.463262,Argentina,Capital Federal,Flores,,,,3.0,2.0,1.0,71.0,58.0,,VENTA PH 3 AMBIENTES CON BALCON Y TERRAZA FLORES,no paga
x5sIZy3tDE09sNSbDgyrVQ==,Propiedad,2020-08-09,9999-12-31,2020-08-09,-34.707492200000004,-58.41219920000001,Argentina,Bs.As. G.B.A. Zona Sur,Lanús,,,,3.0,2.0,1.0,,,,Casa Fondo en Venta en Lanus Oeste,no paga
DHjQqbocTt8FCWaDj8Mjag==,Propiedad,2020-02-22,2020-03-11,2020-02-22,-34.58728,-58.444745,Argentina,Capital Federal,Chacarita,,,,2.0,1.0,1.0,88.0,47.0,,Venta PH 2 ambientes c/ 2 terrazas Chacarita,no paga
vuNRP3KS1Kjr+kNwSEjdOw==,Propiedad,2020-05-19,2020-05-20,2020-05-19,-34.60845,-58.41561,Argentina,Capital Federal,Balvanera,,,,3.0,2.0,2.0,124.0,124.0,,Depto.tipo casa de 3 ambientes en Venta en Balvanera,no paga
6W4yjYROVQXDCRa1zHiBog==,Propiedad,2020-07-18,2020-08-13,2020-07-18,-34.6195575,-58.4075762,Argentina,Capital Federal,Balvanera,,,,5.0,4.0,2.0,130.0,130.0,,Depto.tipo casa de 5 ambientes en Venta en Balvanera,no paga
Mdhx3060MyI2mf5Oz9zRqw==,Propiedad,2020-03-26,9999-12-31,2020-03-26,,,Argentina,Bs.As. G.B.A. Zona Oeste,Morón,El Palomar,,,3.0,,1.0,300.0,90.0,,PH en Venta El Palomar / Moron (B110 479),no paga
7EUV5pLWN1xbg5/w8irk6Q==,Propiedad,2020-03-07,2020-03-14,2020-03-07,-34.616518,-58.400573,Argentina,Capital Federal,Balvanera,,,,5.0,4.0,2.0,55.0,55.0,,"PH 5 AMBIENTES, 1° PISO POR ESCALERA",no paga
IVSbDDh05zpDGDvo18DBaw==,Propiedad,2020-03-14,2020-03-15,2020-03-14,-34.616878,-58.421440000000004,Argentina,Capital Federal,Caballito,,,,3.0,2.0,2.0,151.0,140.0,,QUITO 3900 / CABALLITO / PH  CON COCHERA,no paga
xBQdD7yd7nieNVSRmq+Ipw==,Propiedad,2019-11-29,9999-12-31,2019-11-29,-34.6374779,-58.435286399999995,Argentina,Capital Federal,Caballito,,,,5.0,,2.0,196.0,136.0,Mensual,PH - Caballito,no paga
dHnAZHLdMLYOoSaihFTMeQ==,Propiedad,2019-09-20,2020-04-16,2019-09-20,-38.011295600000004,-57.548049600000006,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,,,,2.0,1.0,1.0,,,,OPORTUNIDAD!!! PH 2 AMBIENTES ,no paga
T4rHM47ewHCRt4u/bwEQDQ==,Propiedad,2019-10-31,2019-11-15,2019-10-31,,,Argentina,Bs.As. G.B.A. Zona Norte,Vicente López,Munro,,,2.0,,1.0,,62.0,Mensual,ULTIMAS UNIDADES! BAJAMOS LOS PRECIOS!,no paga
st8TZERISrKdqMpWXTAVEQ==,Propiedad,2019-11-06,2019-11-21,2019-11-06,-34.5949064,-58.416504599999996,Argentina,Capital Federal,Recoleta,,,,4.0,3.0,1.0,120.0,120.0,,Depto.tipo casa de 4 ambientes en Venta en Recoleta,no paga
2tRrdAb1bwhiPjrOCXjmTw==,Propiedad,2020-07-04,9999-12-31,2020-07-04,-37.0035177,-56.805174,Argentina,Buenos Aires Costa Atlántica,Costa Esmeralda,,,,5.0,4.0,3.0,,,,BARRIO ECUESTRE LOTE Nº 61 | 4 DORMITORIOS | COSTA ESMERALDA,no paga
a2vHSb6TDjNBNCL+0ykirg==,Propiedad,2020-05-23,2020-06-25,2020-05-23,-34.6256166,-58.4847917,Argentina,Capital Federal,Floresta,,,,4.0,3.0,2.0,140.0,124.0,Mensual,VENTA impecable PH de 4 ambientes con patio y parrilla en Floresta. SIN EXPENSAS,no paga
qjSWLh1bfvHfjXfDktN9Kw==,Propiedad,2020-05-29,2020-10-13,2020-05-29,-31.411894899999997,-64.2411603,Argentina,Córdoba,Córdoba,,,,9.0,4.0,3.0,,,,APTO CREDITO  VENTA DE CASA DE 4 DORMITORIOS EN BARRIO LAS PALMAS,no paga
PafvHvgO+QbNynqcKClyRw==,Propiedad,2020-04-28,2020-05-27,2020-04-28,-34.643162200000006,-58.3773578,Argentina,Capital Federal,Barracas,,,,1.0,1.0,1.0,69.0,63.0,Mensual,PH/Local - Barracas,no paga
5fnq9WpQIiGG88LuMCzBTQ==,Propiedad,2020-07-03,2020-07-18,2020-07-03,-34.5773675,-58.4747932,Argentina,Capital Federal,Villa Ortuzar,,,,5.0,4.0,2.0,120.0,120.0,,Depto.tipo casa de 5 ambientes en Venta en Villa ortuzar,no paga
voGZk7ViFz6iitFe1ePs/Q==,Propiedad,2020-04-09,2020-09-24,2020-04-09,-34.651285199,-58.6874628067,Argentina,Bs.As. G.B.A. Zona Oeste,Ituzaingó,,,,3.0,2.0,1.0,,,,Casa Fondo en Venta Cond en Ituzaingo Norte,no paga
jaal5Xb8YoIiVLT/Wl4b3A==,Propiedad,2020-05-04,2020-05-19,2020-05-04,-34.5773675,-58.4747932,Argentina,Capital Federal,Villa Ortuzar,,,,5.0,4.0,2.0,120.0,120.0,,Depto.tipo casa de 5 ambientes en Venta en Villa ortuzar,no paga
Bo7S5oli+6LN+DLyTmbDcQ==,Propiedad,2020-08-25,2020-09-04,2020-08-25,-41.4350996,-66.09985520000001,Argentina,Río Negro,San Antonio Oeste,,,,3.0,2.0,1.0,70.0,70.0,Mensual,DUPLEX  en Las Grutas,no paga
vECJXT6cnma2ya88Q1rDGw==,Propiedad,2020-06-17,9999-12-31,2020-06-17,-38.0062279,-57.5580116,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,,,,3.0,2.0,1.0,,,,"CHAUVIN, PH 3 AMB CON COCHERA, SIN EXPENSAS.",no paga
lleLLJkJSKcvxsc7u6XSwg==,Propiedad,2020-03-17,2020-03-28,2020-03-17,-34.563745000000004,-58.46692339999999,Argentina,Capital Federal,Belgrano,,,,5.0,3.0,2.0,170.0,170.0,,VENTA simpático PH con regias terrazas en BELGRANO !!!! U$ 350.000,no paga
0BZG74eF7JhZG7o4ROzXGw==,Propiedad,2019-11-14,2020-01-21,2019-11-14,-34.617594,-58.517264000000004,Argentina,Capital Federal,Villa Devoto,,,,2.0,1.0,1.0,48.0,41.0,,Venta PH 2 ambientes Baño Toilette Patio V. Devoto,no paga
SosQvoimNvcFWGeQ4I59KA==,Propiedad,2020-04-05,9999-12-31,2020-04-05,-34.7232682935,-58.307255058900004,Argentina,Bs.As. G.B.A. Zona Sur,Quilmes,,,,4.0,3.0,1.0,,,,Casa PH en Venta en Bernal Oeste,no paga
hsnO5ybeJgNKoQTgU5NDbQ==,Propiedad,2019-08-13,2020-02-20,2019-08-13,-34.6174404525,-58.5161753497,Argentina,Capital Federal,Villa Devoto,,,,5.0,4.0,1.0,154.0,97.0,,PH 5 ambientes con 2 patio - Villa Devoto,no paga
a+HSFk/F2flgqJwZsc8B6Q==,Propiedad,2020-08-13,9999-12-31,2020-08-13,-32.9590945,-60.6721714,Argentina,Santa Fe,Rosario,,,,5.0,3.0,2.0,80.0,80.0,,La Paz 3200,no paga
N1Nqb7cjiBTAUbtyw3FvZg==,Propiedad,2019-12-04,2019-12-19,2019-12-04,,,Argentina,Capital Federal,Palermo,Palermo Viejo,,,4.0,3.0,1.0,300.0,165.0,Mensual,Depto.tipo casa de 4 ambientes en Venta en Palermo viejo,no paga
f5tpxOVKt3vRiPxr6/hbYA==,Propiedad,2020-08-18,9999-12-31,2020-08-18,-34.6368386,-58.54724960000001,Argentina,Bs.As. G.B.A. Zona Oeste,Tres de Febrero,,,,4.0,3.0,1.0,,,,Casa PH en Venta en Ciudadela,no paga
zqG0YGAcDyBdoYmXZtIE4A==,Propiedad,2019-10-18,2020-01-24,2019-10-18,-34.6513469798,-58.609732389499996,Argentina,Bs.As. G.B.A. Zona Oeste,Morón,Morón,,,3.0,2.0,1.0,82.0,79.0,,VENTA PH 3 AMBIENTES - MORON,no paga
42c8FxgjbIJt/Lgfe2FOeg==,Propiedad,2019-11-12,2020-01-02,2019-11-12,-34.6058263,-58.51370479999999,Argentina,Capital Federal,Villa Devoto,,,,,,,,,Mensual,PH a reciclar - Villa Devoto Av. Segurola al 3500 entre Navarro y Cantilo  lote 328m2 para  850m2 de venta,no paga
LdNKnzR1rgLIfzveuXmz5g==,Propiedad,2019-10-24,9999-12-31,2019-10-24,-34.6778829,-58.5685517,Argentina,Bs.As. G.B.A. Zona Oeste,La Matanza,San Justo,,,,,,,,Mensual,Venta de casa tres ambientes tipo ph,no paga
5DuO7FnTzmZbWOzDpj/nHA==,Propiedad,2020-07-22,9999-12-31,2020-07-22,-34.60864,-58.42078000000001,Argentina,Capital Federal,Almagro,,,,3.0,2.0,1.0,55.0,55.0,,Depto.tipo casa de 3 ambientes en Venta en Almagro norte,no paga
0vYXBZfq9HUsOZTgh0t56w==,Propiedad,2020-05-19,2020-05-21,2020-05-19,-37.999544,-57.5669257,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,,,,3.0,2.0,1.0,,,,Ph 3 ambientes - Funes y Alberti,no paga
RoFVhptDbaKnfq76r1E/PQ==,Propiedad,2020-02-17,2020-02-18,2020-02-17,-34.578175055900005,-58.4352707863,Argentina,Capital Federal,Palermo,,,,3.0,2.0,2.0,,,Mensual,Casa en condominio - Palermo,no paga
mZ6EtdOUqiwv0fYJVWpJGw==,Propiedad,2020-08-31,9999-12-31,2020-08-31,-34.6317526,-58.584111899999996,Argentina,Bs.As. G.B.A. Zona Oeste,Morón,,,,4.0,2.0,1.0,,,,Casa PH en Venta en Haedo,no paga
NCLiwYva9sNWxl9Ij+Qwqg==,Propiedad,2020-05-22,2020-06-22,2020-05-22,-36.5402808,-56.70849449999999,Argentina,Buenos Aires Costa Atlántica,Santa Teresita,,,,3.0,2.0,2.0,,,,Venta Casa 3 ambientes en Santa Teresita,no paga
zh8u/GDBXArqsXEbhc87vw==,Propiedad,2020-02-11,2020-02-13,2020-02-11,-34.589956,-58.432348,Argentina,Capital Federal,Palermo,,,,8.0,7.0,5.0,240.0,240.0,,Depto.tipo casa de 8 ambientes en Venta en Palermo,no paga
pCGxuyTgxWAjut+7qoR5wg==,Propiedad,2020-02-11,2020-02-13,2020-02-11,-34.7862476,-58.622966399999996,Argentina,Bs.As. G.B.A. Zona Oeste,La Matanza,Ramos Mejía,,,5.0,3.0,2.0,100.0,76.0,,DEPARTAMENTO DE DOS PLANTAS EN UN PH CON TERRAZA PROPIA!,no paga
Wxw+hgQf5QKeY01tHZM2IA==,Propiedad,2020-08-10,9999-12-31,2020-08-10,-37.990399100000005,-57.584985200000006,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,,,,2.0,1.0,1.0,,,,PH - RECICLADO - 2 AMBIENTES,no paga
Y1L85EguTg3BAl013v+L4w==,Propiedad,2020-06-20,2020-06-20,2020-06-20,-34.60864,-58.42078000000001,Argentina,Capital Federal,Almagro,,,,3.0,2.0,1.0,55.0,55.0,Mensual,Depto.tipo casa de 3 ambientes en Venta en Almagro norte,no paga
mLckFtPZmWFe8rvaoQMXlg==,Propiedad,2019-12-18,9999-12-31,2019-12-18,-34.770167,-58.4047693,Argentina,Bs.As. G.B.A. Zona Sur,Lomas de Zamora,Lomas de Zamora,,,3.0,,1.0,,,Mensual,PH - Lomas De Zamora,no paga
I4Eg5Nu+ONNVLz1hJy7U0w==,Propiedad,2020-04-06,9999-12-31,2020-04-06,-34.734976699,-58.2369500329,Argentina,Bs.As. G.B.A. Zona Sur,Quilmes,,,,4.0,3.0,1.0,,,,Casa PH en Venta en Quilmes Oeste,no paga
qwm+3XdsDcwW/UR8lJTiMw==,Propiedad,2020-02-09,2020-09-02,2020-02-09,-32.95545,-60.640351,Argentina,Santa Fe,Rosario,,,,2.0,1.0,1.0,40.0,40.0,,VENTA Departamento de pasillo 1 dormitorio,no paga
OyUpKdkqIX8iYG4iZ5NHuQ==,Propiedad,2020-08-20,9999-12-31,2020-08-20,-34.5913466365,-58.641160498599994,Argentina,Bs.As. G.B.A. Zona Oeste,Hurlingham,,,,3.0,2.0,1.0,,,,Casa PH en Venta en Parque Johnston,no paga
sJvCuKGOGZN05e5xyntgOg==,Propiedad,2019-10-05,9999-12-31,2019-10-05,,,Argentina,Bs.As. G.B.A. Zona Sur,La Plata,La Plata,,,3.0,,1.0,,,Mensual,Excelente PH tipo casa al fte. 37 y 120. 2 dormitorios,no paga
BOPsidsnWZjR5eMjsejEKQ==,Propiedad,2019-11-29,2020-05-14,2019-11-29,-34.921403999999995,-54.966767000000004,Uruguay,Maldonado,Punta del Este,,,,4.0,,1.0,,72.0,Mensual,3 DORMITORIOS | MANSA - PUNTA DEL ESTE,no paga
hBXl9dqC/w3keIWWAeEkdA==,Propiedad,2020-04-06,2020-05-01,2020-04-06,-38.0056338,-57.563151500000004,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,,,,4.0,2.0,2.0,,,,!!Vendo!! PH al Frente 2 dormitorios y Garaje ¡¡OPORTUNIDAD ¡¡,no paga
Ybed2FHcEyOx8+t4BZTLUA==,Propiedad,2020-08-19,2020-09-04,2020-08-19,-34.5636511,-58.490400699999995,Argentina,Capital Federal,Villa Urquiza,,,,2.0,1.0,1.0,44.0,44.0,Mensual,Cálido 2 amb. con 2 patios,no paga
NI5gHqNKJBRC4SP93tA3EQ==,Propiedad,2019-12-04,2019-12-19,2019-12-04,-34.608493100000004,-58.4156344,Argentina,Capital Federal,Almagro,,,,4.0,3.0,1.0,124.0,124.0,Mensual,Depto.tipo casa de 4 ambientes en Venta en Almagro,no paga
Ge+qaBq45dwKsRWCEP8NBQ==,Propiedad,2019-11-16,2020-02-26,2019-11-16,-34.552673600000006,-58.4889831,Argentina,Capital Federal,Saavedra,,,,2.0,,1.0,79.0,44.0,Mensual,PH refaccionado a nuevo - 2 amb- Holmberg 4200,no paga
TOAOTOmaZ/bQNeKeZn3Hrw==,Propiedad,2020-05-10,9999-12-31,2020-05-10,-37.989427500000005,-57.56703420000001,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,,,,3.0,2.0,1.0,,,,DEPARTAMENTO EN PH SIN EXPENSAS con opción cocheras - Quincho. A ESTRENAR,no paga
6X5EsQPV/1t2/H5HPemieA==,Propiedad,2020-08-14,2020-08-24,2020-08-14,-34.6444812,-58.431883299999996,Argentina,Capital Federal,Parque Chacabuco,,,,4.0,3.0,1.0,110.0,75.0,,PH 4 Ambientes + terraza propia Parque Chacabuco,no paga
THSybDtgiP42XkRziIL9qQ==,Propiedad,2019-08-25,2020-02-20,2019-08-25,-34.6332063,-58.420536,Argentina,Capital Federal,Boedo,,,,1.0,1.0,1.0,60.0,53.0,,1amb PH FRENTE ENTRADA INDEPENDIENTE C/PATIO,no paga
FB4QNsXU06QSi5Xjeejq2g==,Propiedad,2020-04-04,9999-12-31,2020-04-04,-34.683189612199996,-58.3838194082,Argentina,Bs.As. G.B.A. Zona Sur,Avellaneda,,,,3.0,2.0,2.0,,,,Casa PH en Venta en Avellaneda Oeste,no paga
lXAFQTiyxCqmkTo8oTLd6g==,Propiedad,2020-04-05,9999-12-31,2020-04-05,-34.736485713600004,-58.2333729026,Argentina,Bs.As. G.B.A. Zona Sur,Quilmes,,,,3.0,2.0,1.0,,,,Casa PH en Venta en Quilmes Este,no paga
US/WwtvWulNEt60KexV5zw==,Propiedad,2020-04-16,2020-09-18,2020-04-16,-38.9350686,-67.969844,Argentina,Río Negro,Cipolletti,,,,6.0,5.0,,,,,"Ph en Venta en Mercantiles, Cipolletti U$S 70000",no paga
gBkkWgParri/SQPlEEsO4A==,Propiedad,2019-11-19,2019-12-03,2019-11-19,-34.5955966314,-58.4477355791,Argentina,Capital Federal,Chacarita,,,,2.0,1.0,1.0,41.0,41.0,,Depto.tipo casa de 2 ambientes en Venta en Chacarita,no paga
erOAPqFNwylctrhCr8fJVA==,Propiedad,2020-06-29,9999-12-31,2020-06-29,,,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,,,,5.0,4.0,3.0,,,,Arenas del Sur,no paga
KPyM/HyYBZD1350buz73NA==,Propiedad,2020-06-06,9999-12-31,2020-06-06,-34.639103000000006,-58.448634999999996,Argentina,Capital Federal,Flores,,,,3.0,2.0,1.0,,,,"PH 3 ambientes SIN EXPENSAS, con balcón, patio y terraza con quincho y parrilla.",no paga
Vh3fYHoE6yRkgnlcGjj0Pg==,Propiedad,2020-04-12,2020-04-16,2020-04-12,-34.598144590100006,-58.4165341745,Argentina,Capital Federal,Palermo,,,,4.0,3.0,1.0,72.0,72.0,,Depto.tipo casa de 4 ambientes en Venta en Palermo,no paga
NJzV3kz0btM59A0IXmsq1A==,Propiedad,2019-12-06,2019-12-23,2019-12-06,,,Argentina,Capital Federal,Barrio Norte,,,,3.0,2.0,1.0,58.0,58.0,,PH de 3 ambientes Barrio Norte,no paga
2Cl6eUqOJASC9R6pJpUJuw==,Propiedad,2020-01-08,2020-02-07,2020-01-08,-34.75663,-58.420574,Argentina,Bs.As. G.B.A. Zona Sur,Lomas de Zamora,Lomas de Zamora,,,4.0,3.0,1.0,135.0,106.0,,Venta de PH en Lomas de Zamora,no paga
Hon0wCcvVgutqSNiMltasQ==,Propiedad,2020-02-06,2020-09-02,2020-02-06,,,Argentina,Bs.As. G.B.A. Zona Oeste,La Matanza,Lomas del Mirador,,,2.0,,1.0,64.0,50.0,,PH en Venta Lomas del Mirador / La Matanza (A176 1313),no paga
gtmx4xwSPIblVKddiUuDXw==,Propiedad,2020-08-09,9999-12-31,2020-08-09,-37.9820329,-57.561298300000004,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,,,,3.0,2.0,1.0,,,,pH 3 amb a la calle sin expensas,no paga
zb3L/t04KMpwzElET1cfxg==,Propiedad,2020-03-06,2020-03-18,2020-03-06,-34.608493100000004,-58.4156344,Argentina,Capital Federal,Almagro,,,,4.0,3.0,1.0,124.0,124.0,,Depto.tipo casa de 4 ambientes en Venta en Almagro,no paga
88tIs/6B4RfousvmpyIYqg==,Propiedad,2019-09-18,2020-01-21,2019-09-18,-34.585214,-58.530993,Argentina,Bs.As. G.B.A. Zona Norte,General San Martín,Villa Lynch,,,2.0,1.0,1.0,56.0,49.0,,VENTA PH 2 AMBIENTES VILLA LYNCH,no paga
dDsCrnYhYLXh95sAnyOTFg==,Propiedad,2020-06-11,2020-06-15,2020-06-11,-34.675953391,-58.474763982,Argentina,Capital Federal,Villa Lugano,,,,3.0,2.0,2.0,108.0,80.0,Mensual,"Excelente PH 3 ambientes, Impecable.SIN EXPENSAS",no paga
sy6WBKtOLZPbLKXpOskHjA==,Propiedad,2019-10-16,9999-12-31,2019-10-16,-34.596004,-58.4387623,Argentina,Capital Federal,Villa Crespo,,,,2.0,,1.0,73.0,40.0,Mensual,PH - Villa Crespo,no paga
0WlNhbLKLsiUuey1BXiUtw==,Propiedad,2020-05-28,2020-10-15,2020-05-28,,,Argentina,Santa Fe,Roldán,,,,3.0,1.0,1.0,,,,VENTA CASA EN ROLDÁN CON COCHERA - BARRIO LAS ACEQUIAS - OBRA AVANZADA!!,no paga
kiIvLVyYOiBge7uFytw9UA==,Propiedad,2020-06-23,2020-08-03,2020-06-23,-37.335262,-57.032663,Argentina,Buenos Aires Costa Atlántica,Las Gaviotas,,,,4.0,3.0,2.0,,,,"Hermosa casa en Las Gaviotas con gran terreno, totalmente equipada.",no paga
rbO0aVcPrnA2drNG2FO0sw==,Propiedad,2020-08-20,2020-09-04,2020-08-20,-34.6354945,-58.47866510000001,Argentina,Capital Federal,Floresta,,,,3.0,2.0,2.0,87.0,66.0,Mensual,PH - Floresta,no paga
TBpHqr0eKZPHfs3bT/56ng==,Propiedad,2020-04-08,9999-12-31,2020-04-08,-37.8419246537,-58.2593855952,Argentina,Buenos Aires Interior,Balcarce,,,,10.0,3.0,4.0,,,,Tremenda propiedad a 3 cuadras del centro,no paga
jt0pIst5YztU7ZuOrGSJsA==,Propiedad,2019-11-27,2019-11-28,2019-11-27,-34.6157145146,-58.4141785993,Argentina,Capital Federal,Balvanera,,,,4.0,3.0,2.0,115.0,115.0,Mensual,Depto.tipo casa de 4 ambientes en Venta en Balvanera,no paga
GS0VU1mM2KTQhmmOR6o3wQ==,Propiedad,2020-01-02,2020-07-15,2020-01-02,-34.6147853634,-58.486031893900005,Argentina,Capital Federal,Villa del Parque,,,,,2.0,1.0,101.0,57.0,,"VILLA DEL PARQUE -PH  3 AMB CON PATIO, TERRAZA, SIN EXPENSAS - SUP. AEREA PROPIA",no paga
tkJYm8md7E/IUEa6vE3zkQ==,Propiedad,2020-08-04,9999-12-31,2020-08-04,-37.981300700000006,-57.5535891,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,,,,2.0,1.0,1.0,,,,PH 2 ambientes en Venta,no paga
TEBBmoShIyF2Ft3bSxm5lg==,Propiedad,2020-04-09,9999-12-31,2020-04-09,-34.6607096487,-58.6929825003,Argentina,Bs.As. G.B.A. Zona Oeste,Ituzaingó,,,,3.0,2.0,1.0,,,,Casa PH en Venta en Ituzaingo Norte,no paga
cbMNoqiEPxl1Ok0kHZnYTg==,Propiedad,2019-09-17,9999-12-31,2019-09-17,-34.639004,-58.6721789,Argentina,Bs.As. G.B.A. Zona Oeste,Ituzaingó,,,,4.0,,1.0,75.0,150.0,Mensual,PH - Ituzaingó,no paga
Y6Un2Dp4q+hXWbHuxvZA+A==,Propiedad,2020-06-02,2020-06-08,2020-06-02,-34.5863917,-58.4441478,Argentina,Capital Federal,Chacarita,,,,5.0,4.0,1.0,114.0,114.0,,PH en venta a reciclar en PB. RETASADO!,no paga
9sCgQY6iAu6xOZ4k6p4GpA==,Propiedad,2020-08-04,2020-08-05,2020-08-04,-34.6192925,-58.480395400000006,Argentina,Capital Federal,Villa del Parque,,,,4.0,3.0,1.0,,,,Villa del Parque casa 4 amb Cimas propiedades,no paga
H3fEox9jRKd8FNICoNugaQ==,Propiedad,2020-08-03,2020-08-20,2020-08-03,-34.595039899999996,-58.454713100000006,Argentina,Capital Federal,Paternal,,,,3.0,2.0,2.0,,,,"PH ENTRADA INDEPENDIENTE CON TERRAZA A REESTRENAR, EN VENTA",no paga
4oLV7Otdlivf1nfbBgFndw==,Propiedad,2020-04-10,9999-12-31,2020-04-10,-34.7198285852,-58.3078666025,Argentina,Bs.As. G.B.A. Zona Sur,Quilmes,,,,2.0,1.0,1.0,,,,Departamento Tipo Casa en Venta en Bernal Oeste,no paga
LiXKMGqSoUw1GXKGEjDbiQ==,Propiedad,2020-03-21,2020-07-01,2020-03-21,-34.6415607,-58.4668015,Argentina,Capital Federal,Flores,,,,2.0,1.0,1.0,,,,PH en Planta Baja de 2 ambientes con patio a estrenar.,no paga
vZXSXHFervfmwBqds7s39A==,Propiedad,2020-04-04,9999-12-31,2020-04-04,-34.7196395815,-58.3767557144,Argentina,Bs.As. G.B.A. Zona Sur,Lanús,,,,3.0,2.0,1.0,,,,Departamento Tipo Casa en Venta Cond en Lanus Este,no paga
rbW8nnGHWuz/zqjKLu1K5Q==,Propiedad,2020-02-05,9999-12-31,2020-02-05,-34.6322334015,-68.2914941854,Argentina,Capital Federal,,,,,6.0,3.0,,,,,VENDO CASA SAN RAFAEL MENDOZA,no paga
PoBKF/LBrnIK+AmcQC/ICA==,Propiedad,2020-03-06,2020-03-08,2020-03-06,-31.460794800000002,-64.2111206,Argentina,Córdoba,Córdoba,,,,8.0,4.0,3.0,,,,VENDEMOS HERMOSA CASA RECICLADA PARQUE LATINO  4 DORMITORIOS,no paga
+AiLSAkqIdFqJdXVa5NzhQ==,Propiedad,2020-06-04,2020-06-08,2020-06-04,-34.591578132399995,-58.4266785984,Argentina,Capital Federal,Palermo,,,,2.0,1.0,2.0,57.0,57.0,,Depto.tipo casa de 2 ambientes en Venta en Palermo,no paga
