edad,categ_laboral,estado_civil,nivel_educacion,deuda,balance,vivienda,prestamo,contacto,dia,mes,anio,duracion,cant_actual,dias_entre,cant_previa,resultado_ant,suscribe
24,operarix,solterx,secundario,no,327,si,no,desconocido,28,may,2008,333,2,-1,0,desconocido,no
53,tecnico,divorciadx/viudx,secundario,no,45,no,no,desconocido,28,may,2008,171,6,-1,0,desconocido,no
39,independiente,casadx,secundario,no,31,si,no,celular,20,nov,2008,61,2,181,4,fallo,no
49,administrador,divorciadx/viudx,secundario,no,769,no,no,celular,30,jul,2008,157,4,-1,0,desconocido,no
34,administrador,solterx,secundario,no,3626,si,si,celular,20,nov,2008,88,2,-1,0,desconocido,no
29,administrador,solterx,secundario,no,132,no,no,desconocido,23,may,2008,314,3,-1,0,desconocido,no
28,operarix,solterx,secundario,no,-127,si,no,celular,4,jul,2008,1044,3,-1,0,desconocido,no
49,servicios,divorciadx/viudx,desconocido,no,313,si,no,celular,31,jul,2008,203,7,-1,0,desconocido,no
32,servicios,casadx,secundario,no,132,si,si,desconocido,19,may,2008,343,2,-1,0,desconocido,no
44,tecnico,casadx,secundario,no,11016,no,no,desconocido,9,jun,2008,252,3,-1,0,desconocido,no
34,tecnico,solterx,universitario/terciario,no,242,si,no,desconocido,6,may,2008,112,1,-1,0,desconocido,no
55,gestion,casadx,universitario/terciario,no,5010,no,no,celular,18,nov,2008,530,1,-1,0,desconocido,no
30,tecnico,casadx,universitario/terciario,no,423,si,no,celular,21,ago,2008,230,2,-1,0,desconocido,no
32,gestion,casadx,universitario/terciario,no,2172,si,no,celular,22,ago,2008,306,4,-1,0,desconocido,no
59,jubiladx,casadx,secundario,no,9976,si,no,desconocido,29,may,2008,57,2,-1,0,desconocido,no
40,administrador,casadx,secundario,no,451,si,si,desconocido,29,may,2008,257,1,-1,0,desconocido,no
36,trabajadora casas particulares,casadx,primario,no,125,si,no,celular,29,jul,2008,57,4,-1,0,desconocido,no
52,administrador,casadx,secundario,no,70,si,no,desconocido,3,jun,2008,68,2,-1,0,desconocido,no
35,tecnico,casadx,secundario,no,0,no,no,celular,27,ago,2008,106,4,-1,0,desconocido,no
30,gestion,casadx,universitario/terciario,no,1185,si,no,celular,18,nov,2008,342,2,120,4,fallo,no
47,tecnico,solterx,secundario,no,1101,si,no,celular,23,jul,2008,957,3,-1,0,desconocido,no
39,operarix,solterx,secundario,no,1986,no,si,desconocido,19,jun,2008,367,1,-1,0,desconocido,no
43,operarix,divorciadx/viudx,primario,no,219,no,no,telefono fijo,13,nov,2008,138,1,-1,0,desconocido,no
56,administrador,casadx,secundario,no,292,si,no,desconocido,28,may,2008,228,9,-1,0,desconocido,no
28,operarix,casadx,secundario,no,0,si,no,desconocido,8,may,2008,459,2,-1,0,desconocido,no
58,independiente,casadx,universitario/terciario,no,0,no,no,celular,27,ago,2008,16,28,-1,0,desconocido,no
47,tecnico,casadx,secundario,no,11,no,no,celular,21,ago,2008,184,3,-1,0,desconocido,no
30,tecnico,solterx,secundario,no,1359,si,no,desconocido,27,may,2008,298,1,-1,0,desconocido,no
37,gestion,casadx,universitario/terciario,no,0,si,no,telefono fijo,28,jul,2008,62,8,-1,0,desconocido,no
47,operarix,divorciadx/viudx,secundario,si,0,no,si,desconocido,26,jun,2008,622,3,-1,0,desconocido,no
37,administrador,divorciadx/viudx,secundario,no,-165,si,no,desconocido,3,jun,2008,48,2,-1,0,desconocido,no
44,gestion,divorciadx/viudx,universitario/terciario,no,0,no,no,celular,28,ago,2008,70,10,-1,0,desconocido,no
41,gestion,casadx,desconocido,no,944,no,no,celular,31,jul,2008,81,2,-1,0,desconocido,no
31,servicios,divorciadx/viudx,secundario,no,1656,si,no,desconocido,9,may,2008,208,3,-1,0,desconocido,no
47,operarix,casadx,secundario,no,578,si,no,desconocido,28,may,2008,146,1,-1,0,desconocido,no
52,tecnico,casadx,secundario,no,0,si,no,desconocido,18,jun,2008,636,12,-1,0,desconocido,no
49,independiente,solterx,universitario/terciario,no,21,si,no,desconocido,14,may,2008,248,1,-1,0,desconocido,no
32,administrador,casadx,secundario,no,86,si,no,desconocido,26,may,2008,1099,1,-1,0,desconocido,no
50,servicios,casadx,secundario,no,683,si,si,desconocido,26,may,2008,129,3,-1,0,desconocido,no
52,gestion,casadx,universitario/terciario,no,4358,no,no,telefono fijo,31,jul,2008,30,7,-1,0,desconocido,no
45,operarix,casadx,primario,no,1297,si,no,desconocido,6,may,2008,233,2,-1,0,desconocido,no
37,desempleadx,casadx,secundario,no,1038,no,no,desconocido,20,jun,2008,307,3,-1,0,desconocido,no
37,servicios,casadx,secundario,si,-954,si,no,desconocido,21,may,2008,111,3,-1,0,desconocido,no
30,operarix,casadx,primario,no,307,si,si,celular,8,jul,2008,117,2,-1,0,desconocido,no
46,tecnico,casadx,universitario/terciario,no,157,no,no,desconocido,26,jun,2008,150,1,-1,0,desconocido,no
56,servicios,casadx,secundario,no,0,no,no,celular,13,ago,2008,112,4,-1,0,desconocido,no
51,gestion,divorciadx/viudx,universitario/terciario,no,3926,si,no,celular,21,jul,2008,208,2,-1,0,desconocido,no
55,operarix,casadx,secundario,no,383,no,no,desconocido,5,may,2008,287,1,-1,0,desconocido,no
47,operarix,casadx,secundario,no,3630,si,no,desconocido,14,may,2008,133,4,-1,0,desconocido,no
41,operarix,casadx,primario,no,1905,si,no,desconocido,2,jun,2008,164,4,-1,0,desconocido,no
31,gestion,solterx,universitario/terciario,no,18,no,no,celular,22,ago,2008,332,3,-1,0,desconocido,no
32,gestion,solterx,universitario/terciario,no,27,si,no,celular,18,nov,2008,261,1,-1,0,desconocido,no
37,tecnico,casadx,secundario,si,693,no,no,desconocido,12,jun,2008,75,1,-1,0,desconocido,no
50,operarix,casadx,primario,no,12519,si,no,desconocido,18,oct,2008,37,1,-1,0,desconocido,no
43,independiente,casadx,universitario/terciario,no,6424,no,no,celular,20,nov,2008,55,1,-1,0,desconocido,no
39,tecnico,casadx,secundario,no,597,si,no,desconocido,21,may,2008,298,2,-1,0,desconocido,no
37,gestion,solterx,universitario/terciario,no,102,si,no,celular,21,ago,2008,101,2,-1,0,desconocido,no
36,operarix,casadx,primario,no,2079,si,si,desconocido,19,may,2008,403,2,-1,0,desconocido,no
50,independiente,casadx,desconocido,no,-84,si,no,desconocido,6,may,2008,101,1,-1,0,desconocido,no
39,empresarix,divorciadx/viudx,universitario/terciario,si,-251,no,no,desconocido,20,jun,2008,421,6,-1,0,desconocido,no
31,gestion,casadx,universitario/terciario,no,163,si,si,telefono fijo,10,nov,2008,107,1,-1,0,desconocido,no
39,operarix,solterx,secundario,no,4619,no,no,celular,21,nov,2008,104,1,-1,0,desconocido,no
59,trabajadora casas particulares,casadx,primario,no,418,no,no,celular,29,ago,2008,300,4,-1,0,desconocido,no
32,servicios,solterx,secundario,no,441,no,si,celular,25,jul,2008,135,2,-1,0,desconocido,no
50,trabajadora casas particulares,casadx,primario,no,1098,no,no,desconocido,20,jun,2008,174,3,-1,0,desconocido,no
42,operarix,solterx,primario,no,1322,si,si,celular,8,jul,2008,178,1,-1,0,desconocido,no
24,tecnico,solterx,secundario,no,409,si,no,desconocido,16,may,2008,912,1,-1,0,desconocido,no
37,tecnico,divorciadx/viudx,secundario,no,-18,no,no,celular,21,ago,2008,870,4,-1,0,desconocido,no
32,tecnico,casadx,secundario,no,150,no,si,celular,7,ago,2008,231,2,-1,0,desconocido,no
52,tecnico,casadx,secundario,no,3151,no,no,celular,6,ago,2008,89,2,-1,0,desconocido,no
53,empresarix,casadx,primario,no,1034,si,no,celular,19,nov,2008,854,2,170,3,otro,no
57,jubiladx,casadx,secundario,no,519,si,no,desconocido,3,jun,2008,393,3,-1,0,desconocido,no
30,tecnico,solterx,universitario/terciario,no,178,si,no,desconocido,8,may,2008,234,1,-1,0,desconocido,no
46,gestion,casadx,primario,no,357,si,si,desconocido,19,may,2008,221,2,-1,0,desconocido,no
30,gestion,casadx,universitario/terciario,no,302,si,si,desconocido,23,may,2008,302,1,-1,0,desconocido,no
59,independiente,casadx,universitario/terciario,no,0,si,no,celular,23,jul,2008,256,1,-1,0,desconocido,no
58,jubiladx,casadx,primario,no,1241,no,no,celular,18,ago,2008,194,2,-1,0,desconocido,no
55,tecnico,casadx,secundario,no,0,no,no,celular,29,jul,2008,316,2,-1,0,desconocido,no
42,administrador,solterx,secundario,no,283,si,no,desconocido,19,jun,2008,446,1,-1,0,desconocido,no
32,tecnico,solterx,secundario,no,303,no,no,celular,14,ago,2008,390,3,-1,0,desconocido,no
27,operarix,solterx,secundario,no,87,no,no,telefono fijo,10,jul,2008,245,1,-1,0,desconocido,no
39,servicios,casadx,secundario,no,0,no,no,desconocido,5,jun,2008,251,1,-1,0,desconocido,no
36,gestion,casadx,universitario/terciario,no,0,si,no,celular,18,nov,2008,103,1,175,2,fallo,no
51,gestion,casadx,primario,no,98,si,no,desconocido,7,may,2008,114,2,-1,0,desconocido,no
34,tecnico,casadx,universitario/terciario,no,8463,no,no,celular,13,ago,2008,80,2,-1,0,desconocido,no
31,gestion,solterx,universitario/terciario,no,307,no,no,celular,21,nov,2008,86,2,-1,0,desconocido,no
59,gestion,casadx,universitario/terciario,no,3779,no,no,celular,18,ago,2008,93,3,-1,0,desconocido,no
57,empresarix,casadx,universitario/terciario,no,1114,no,no,desconocido,6,jun,2008,139,2,-1,0,desconocido,no
52,operarix,casadx,secundario,no,7119,no,si,telefono fijo,20,nov,2008,871,3,-1,0,desconocido,no
39,trabajadora casas particulares,solterx,primario,no,109,si,no,desconocido,6,may,2008,699,3,-1,0,desconocido,no
44,operarix,casadx,secundario,no,129,si,si,desconocido,5,may,2008,189,2,-1,0,desconocido,no
45,gestion,casadx,universitario/terciario,no,706,si,si,celular,14,jul,2008,66,2,-1,0,desconocido,no
34,administrador,solterx,secundario,no,296,no,no,celular,7,jul,2008,147,4,-1,0,desconocido,no
30,tecnico,solterx,universitario/terciario,no,6619,si,no,celular,21,ago,2008,239,8,-1,0,desconocido,no
46,gestion,casadx,secundario,no,1114,no,no,celular,31,jul,2008,87,8,-1,0,desconocido,no
37,gestion,casadx,secundario,no,5447,si,si,celular,17,nov,2008,1789,1,-1,0,desconocido,no
45,servicios,casadx,secundario,no,1064,no,no,celular,22,ago,2008,210,6,-1,0,desconocido,no
32,administrador,solterx,secundario,no,184,si,no,desconocido,8,may,2008,230,4,-1,0,desconocido,no
40,gestion,divorciadx/viudx,universitario/terciario,no,390,no,no,celular,29,jul,2008,80,3,-1,0,desconocido,no
39,tecnico,casadx,secundario,no,355,no,no,celular,25,jul,2008,132,1,-1,0,desconocido,no
36,gestion,casadx,universitario/terciario,no,2660,no,no,celular,6,ago,2008,252,2,-1,0,desconocido,no
36,tecnico,casadx,secundario,no,1109,si,no,desconocido,23,may,2008,122,5,-1,0,desconocido,no
36,gestion,casadx,universitario/terciario,no,481,si,no,celular,19,nov,2008,112,3,-1,0,desconocido,no
37,operarix,casadx,primario,si,-142,no,no,desconocido,11,jun,2008,199,3,-1,0,desconocido,no
30,desempleadx,divorciadx/viudx,universitario/terciario,no,1718,si,no,celular,21,nov,2008,73,4,126,2,fallo,no
50,empresarix,casadx,secundario,no,1011,si,no,telefono fijo,30,jul,2008,340,2,-1,0,desconocido,no
26,administrador,solterx,secundario,no,0,si,no,celular,18,jul,2008,142,1,-1,0,desconocido,no
39,tecnico,solterx,universitario/terciario,no,285,no,no,celular,19,ago,2008,284,2,-1,0,desconocido,no
38,tecnico,solterx,universitario/terciario,no,4325,si,no,desconocido,6,may,2008,87,1,-1,0,desconocido,no
42,tecnico,casadx,secundario,no,-245,no,si,desconocido,26,may,2008,63,1,-1,0,desconocido,no
51,tecnico,casadx,secundario,no,47,no,no,celular,18,ago,2008,54,4,-1,0,desconocido,no
51,operarix,casadx,primario,no,610,si,si,desconocido,30,may,2008,436,3,-1,0,desconocido,no
56,jubiladx,casadx,secundario,si,101,no,si,desconocido,19,jun,2008,330,1,-1,0,desconocido,no
36,desempleadx,solterx,universitario/terciario,no,9019,si,no,desconocido,11,jun,2008,952,3,-1,0,desconocido,no
37,gestion,casadx,universitario/terciario,no,21,no,no,celular,21,ago,2008,50,12,-1,0,desconocido,no
43,operarix,casadx,primario,no,186,si,no,desconocido,8,may,2008,178,1,-1,0,desconocido,no
32,administrador,divorciadx/viudx,secundario,no,0,no,no,celular,10,jul,2008,212,1,-1,0,desconocido,no
44,gestion,casadx,universitario/terciario,no,58,si,no,celular,14,jul,2008,72,3,-1,0,desconocido,no
41,servicios,casadx,secundario,no,0,si,no,celular,31,jul,2008,40,10,-1,0,desconocido,no
39,operarix,casadx,secundario,no,366,si,no,celular,28,jul,2008,551,5,-1,0,desconocido,no
33,administrador,casadx,secundario,no,4012,no,si,desconocido,8,may,2008,337,4,-1,0,desconocido,no
45,gestion,casadx,secundario,no,724,si,si,celular,7,ago,2008,117,1,-1,0,desconocido,no
34,servicios,casadx,secundario,no,2956,no,no,celular,6,ago,2008,835,2,-1,0,desconocido,no
38,desempleadx,solterx,universitario/terciario,no,324,si,no,celular,17,nov,2008,167,3,-1,0,desconocido,no
48,operarix,casadx,primario,no,4,si,no,desconocido,8,may,2008,198,1,-1,0,desconocido,no
48,administrador,divorciadx/viudx,secundario,no,295,si,no,celular,17,nov,2008,123,1,164,2,exito,no
56,gestion,divorciadx/viudx,universitario/terciario,no,66721,no,no,celular,8,ago,2008,442,2,-1,0,desconocido,no
44,operarix,casadx,secundario,no,594,no,no,desconocido,11,jun,2008,340,1,-1,0,desconocido,no
31,gestion,divorciadx/viudx,universitario/terciario,no,416,no,no,celular,11,ago,2008,33,2,-1,0,desconocido,no
58,operarix,casadx,secundario,no,928,no,no,celular,15,jul,2008,656,3,-1,0,desconocido,no
37,tecnico,casadx,secundario,no,523,si,no,celular,20,nov,2008,232,4,-1,0,desconocido,no
48,gestion,casadx,secundario,no,161,si,no,desconocido,5,may,2008,224,3,-1,0,desconocido,no
26,servicios,casadx,secundario,no,-379,si,si,celular,22,jul,2008,1237,7,-1,0,desconocido,no
35,gestion,casadx,universitario/terciario,no,14,si,si,desconocido,8,may,2008,64,1,-1,0,desconocido,no
54,servicios,divorciadx/viudx,primario,no,234,si,no,desconocido,15,may,2008,140,3,-1,0,desconocido,no
40,empresarix,divorciadx/viudx,secundario,no,2998,si,no,celular,18,jul,2008,623,3,-1,0,desconocido,no
34,administrador,casadx,secundario,no,430,si,no,celular,21,jul,2008,82,4,-1,0,desconocido,no
38,gestion,casadx,universitario/terciario,no,1101,si,no,telefono fijo,9,nov,2008,43,1,-1,0,desconocido,no
54,desconocido,casadx,desconocido,no,2508,no,no,desconocido,20,jun,2008,34,8,-1,0,desconocido,no
36,gestion,casadx,universitario/terciario,no,9269,si,si,celular,19,nov,2008,107,2,-1,0,desconocido,no
32,tecnico,solterx,secundario,no,309,si,si,celular,25,ago,2008,99,3,-1,0,desconocido,no
56,empresarix,divorciadx/viudx,secundario,no,155,no,no,desconocido,5,may,2008,118,3,-1,0,desconocido,no
43,gestion,divorciadx/viudx,secundario,no,693,si,no,desconocido,5,may,2008,124,3,-1,0,desconocido,no
51,administrador,casadx,secundario,no,-192,no,no,desconocido,16,jun,2008,176,3,-1,0,desconocido,no
40,gestion,solterx,secundario,no,10378,si,no,celular,17,nov,2008,523,3,-1,0,desconocido,no
58,gestion,casadx,universitario/terciario,no,1831,no,no,celular,17,nov,2008,1531,1,-1,0,desconocido,no
33,servicios,solterx,secundario,no,3269,no,si,celular,18,jul,2008,316,1,-1,0,desconocido,no
37,tecnico,casadx,secundario,no,275,si,no,desconocido,5,may,2008,132,1,-1,0,desconocido,no
47,independiente,casadx,primario,no,10697,no,no,celular,20,nov,2008,274,2,-1,0,desconocido,no
49,gestion,casadx,secundario,no,27,si,no,celular,24,jul,2008,63,2,-1,0,desconocido,no
52,empresarix,casadx,primario,no,-104,no,si,celular,10,jul,2008,124,1,-1,0,desconocido,no
26,operarix,solterx,primario,no,102,si,no,desconocido,16,may,2008,46,1,-1,0,desconocido,no
39,trabajadora casas particulares,casadx,primario,no,4899,no,no,desconocido,20,jun,2008,394,2,-1,0,desconocido,no
35,tecnico,solterx,universitario/terciario,no,485,si,no,desconocido,29,may,2008,205,5,-1,0,desconocido,no
46,operarix,casadx,primario,no,557,no,no,desconocido,18,jun,2008,89,1,-1,0,desconocido,no
53,operarix,divorciadx/viudx,primario,no,2656,si,no,desconocido,30,may,2008,1980,2,-1,0,desconocido,no
50,servicios,casadx,primario,no,1132,si,no,desconocido,29,may,2008,117,1,-1,0,desconocido,no
37,administrador,casadx,secundario,no,0,si,no,celular,14,jul,2008,235,3,-1,0,desconocido,no
31,gestion,solterx,universitario/terciario,no,574,si,no,celular,16,jul,2008,410,2,-1,0,desconocido,no
35,servicios,divorciadx/viudx,secundario,no,742,no,no,celular,28,jul,2008,83,7,-1,0,desconocido,no
46,tecnico,casadx,universitario/terciario,no,675,si,no,desconocido,8,may,2008,50,1,-1,0,desconocido,no
36,servicios,casadx,secundario,no,335,si,no,desconocido,9,may,2008,339,2,-1,0,desconocido,no
29,gestion,solterx,universitario/terciario,no,1952,si,no,desconocido,14,may,2008,354,1,-1,0,desconocido,no
58,operarix,casadx,primario,no,23,si,no,desconocido,20,may,2008,91,6,-1,0,desconocido,no
42,tecnico,casadx,primario,no,275,no,no,celular,17,nov,2008,295,2,109,9,fallo,no
55,tecnico,casadx,secundario,no,276,si,no,desconocido,12,may,2008,486,1,-1,0,desconocido,no
42,gestion,divorciadx/viudx,universitario/terciario,no,0,no,no,desconocido,20,jun,2008,85,2,-1,0,desconocido,no
59,jubiladx,casadx,primario,no,255,no,si,celular,25,ago,2008,62,6,-1,0,desconocido,no
43,gestion,solterx,primario,si,-39,si,no,celular,31,jul,2008,9,23,-1,0,desconocido,no
25,administrador,casadx,secundario,no,142,si,no,celular,8,jul,2008,312,2,-1,0,desconocido,no
30,tecnico,solterx,universitario/terciario,no,3291,si,no,desconocido,19,may,2008,1218,3,-1,0,desconocido,no
33,administrador,casadx,universitario/terciario,no,568,no,no,celular,7,jul,2008,219,1,-1,0,desconocido,no
41,tecnico,casadx,secundario,no,1226,no,no,celular,18,nov,2008,261,1,-1,0,desconocido,no
41,administrador,casadx,secundario,no,1245,no,no,desconocido,18,jun,2008,140,3,-1,0,desconocido,no
51,operarix,casadx,secundario,no,0,no,no,celular,18,nov,2008,73,1,-1,0,desconocido,no
30,tecnico,casadx,universitario/terciario,no,0,si,si,celular,23,jul,2008,232,1,-1,0,desconocido,no
48,servicios,casadx,secundario,no,124,no,si,celular,9,jul,2008,294,1,-1,0,desconocido,no
57,tecnico,casadx,secundario,no,6164,no,no,celular,19,nov,2008,161,2,-1,0,desconocido,no
53,tecnico,divorciadx/viudx,primario,no,7290,si,no,desconocido,30,may,2008,153,1,-1,0,desconocido,no
48,operarix,casadx,secundario,no,1,no,no,desconocido,5,may,2008,669,3,-1,0,desconocido,no
53,empresarix,casadx,desconocido,no,19850,no,no,celular,18,nov,2008,52,1,165,1,fallo,no
29,operarix,casadx,primario,no,0,si,no,telefono fijo,7,jul,2008,256,15,-1,0,desconocido,no
56,gestion,casadx,primario,no,93,si,no,desconocido,7,may,2008,282,2,-1,0,desconocido,no
34,gestion,casadx,universitario/terciario,no,828,no,si,celular,11,ago,2008,1080,3,-1,0,desconocido,no
33,administrador,divorciadx/viudx,secundario,no,392,si,si,desconocido,26,may,2008,245,3,-1,0,desconocido,no
37,gestion,casadx,universitario/terciario,no,115,no,no,celular,19,ago,2008,78,2,-1,0,desconocido,no
41,servicios,casadx,desconocido,si,-1,no,si,celular,30,jul,2008,1171,4,-1,0,desconocido,no
28,administrador,solterx,secundario,no,1076,si,no,desconocido,2,jun,2008,537,5,-1,0,desconocido,no
30,gestion,solterx,universitario/terciario,no,528,si,no,desconocido,8,may,2008,145,4,-1,0,desconocido,no
52,gestion,casadx,secundario,no,4096,si,no,desconocido,4,jun,2008,208,4,-1,0,desconocido,no
41,gestion,casadx,secundario,no,0,no,no,celular,21,nov,2008,624,1,-1,0,desconocido,no
32,gestion,solterx,universitario/terciario,no,1373,si,no,desconocido,21,may,2008,474,2,-1,0,desconocido,no
42,servicios,solterx,secundario,no,838,si,no,celular,19,nov,2008,266,2,-1,0,desconocido,no
42,servicios,casadx,secundario,no,717,si,no,desconocido,4,jun,2008,152,6,-1,0,desconocido,no
42,operarix,casadx,primario,no,3,no,no,desconocido,18,jun,2008,45,3,-1,0,desconocido,no
30,tecnico,casadx,desconocido,no,0,si,no,celular,16,jul,2008,510,3,-1,0,desconocido,no
43,gestion,solterx,universitario/terciario,no,146,no,no,celular,21,nov,2008,50,1,113,5,otro,no
57,servicios,divorciadx/viudx,primario,no,1367,no,no,desconocido,9,jun,2008,144,3,-1,0,desconocido,no
29,operarix,casadx,primario,no,544,no,si,celular,21,jul,2008,121,4,-1,0,desconocido,no
39,independiente,divorciadx/viudx,universitario/terciario,no,0,no,no,celular,8,ago,2008,34,2,-1,0,desconocido,no
54,operarix,casadx,primario,no,1691,si,no,desconocido,14,may,2008,156,1,-1,0,desconocido,no
53,operarix,casadx,secundario,no,4380,no,no,telefono fijo,19,ago,2008,223,7,-1,0,desconocido,no
45,tecnico,casadx,universitario/terciario,no,285,no,no,celular,25,ago,2008,202,7,-1,0,desconocido,no
59,servicios,casadx,secundario,no,307,si,si,desconocido,6,may,2008,250,7,-1,0,desconocido,no
41,servicios,casadx,secundario,no,650,si,no,celular,7,jul,2008,149,5,-1,0,desconocido,no
60,gestion,casadx,universitario/terciario,no,0,no,no,celular,26,ago,2008,362,6,-1,0,desconocido,no
35,gestion,solterx,universitario/terciario,no,-202,si,no,desconocido,9,may,2008,1461,2,-1,0,desconocido,no
46,operarix,casadx,desconocido,no,209,no,no,celular,11,ago,2008,72,2,-1,0,desconocido,no
40,gestion,casadx,universitario/terciario,no,655,si,no,desconocido,26,may,2008,227,1,-1,0,desconocido,no
43,empresarix,solterx,primario,no,2124,si,no,celular,19,nov,2008,104,1,-1,0,desconocido,no
49,tecnico,casadx,secundario,no,550,si,no,desconocido,5,jun,2008,412,2,-1,0,desconocido,no
28,gestion,solterx,universitario/terciario,no,-56,no,si,celular,23,jul,2008,884,1,-1,0,desconocido,no
45,administrador,casadx,secundario,no,111,si,no,celular,11,ago,2008,173,1,-1,0,desconocido,no
36,administrador,casadx,secundario,no,1733,no,si,celular,22,jul,2008,204,3,-1,0,desconocido,no
36,tecnico,casadx,secundario,no,-179,si,no,celular,17,jul,2008,144,1,-1,0,desconocido,no
44,tecnico,casadx,secundario,no,-199,no,no,desconocido,26,may,2008,144,3,-1,0,desconocido,no
33,administrador,casadx,universitario/terciario,no,205,no,no,desconocido,1,jul,2008,156,2,-1,0,desconocido,no
35,gestion,casadx,universitario/terciario,no,299,no,no,celular,19,ago,2008,1059,5,-1,0,desconocido,no
35,operarix,casadx,primario,no,414,no,no,desconocido,13,may,2008,504,4,-1,0,desconocido,no
57,operarix,casadx,primario,no,8403,no,no,desconocido,20,jun,2008,11,11,-1,0,desconocido,no
37,gestion,solterx,secundario,no,45,no,no,celular,29,ago,2008,99,3,-1,0,desconocido,no
33,gestion,solterx,universitario/terciario,no,605,no,no,celular,7,ago,2008,452,3,-1,0,desconocido,no
34,operarix,divorciadx/viudx,secundario,no,383,si,no,desconocido,13,may,2008,2231,1,-1,0,desconocido,no
49,empresarix,divorciadx/viudx,desconocido,si,-701,si,no,celular,30,jul,2008,988,2,-1,0,desconocido,no
42,servicios,casadx,universitario/terciario,no,412,si,no,telefono fijo,19,nov,2008,142,4,169,5,fallo,no
60,jubiladx,casadx,primario,no,364,si,no,desconocido,6,may,2008,631,2,-1,0,desconocido,no
32,tecnico,casadx,universitario/terciario,no,432,si,no,celular,19,nov,2008,164,2,195,1,otro,no
33,gestion,solterx,universitario/terciario,no,112,no,no,celular,22,ago,2008,112,4,-1,0,desconocido,no
52,gestion,casadx,universitario/terciario,no,291,no,no,celular,21,ago,2008,150,3,-1,0,desconocido,no
44,operarix,casadx,primario,no,93,si,no,celular,17,nov,2008,230,1,-1,0,desconocido,no
31,tecnico,solterx,universitario/terciario,no,424,no,no,celular,21,ago,2008,93,2,-1,0,desconocido,no
44,trabajadora casas particulares,casadx,secundario,no,2541,no,no,celular,27,ago,2008,138,3,-1,0,desconocido,no
33,administrador,casadx,secundario,no,2,si,si,celular,28,jul,2008,85,12,-1,0,desconocido,no
41,operarix,casadx,secundario,no,-190,no,si,celular,29,jul,2008,808,3,-1,0,desconocido,no
55,gestion,casadx,universitario/terciario,no,12675,no,no,celular,19,nov,2008,195,2,-1,0,desconocido,no
34,tecnico,solterx,secundario,no,112,no,no,celular,20,ago,2008,123,2,-1,0,desconocido,no
39,tecnico,divorciadx/viudx,secundario,no,130,si,no,celular,25,ago,2008,14,18,-1,0,desconocido,no
41,tecnico,casadx,secundario,no,188,no,si,telefono fijo,31,jul,2008,15,25,-1,0,desconocido,no
40,servicios,casadx,secundario,no,581,si,no,desconocido,15,may,2008,1013,3,-1,0,desconocido,no
43,gestion,casadx,secundario,no,2115,si,no,celular,18,nov,2008,102,1,-1,0,desconocido,no
60,tecnico,casadx,universitario/terciario,no,0,no,no,desconocido,6,jun,2008,320,1,-1,0,desconocido,no
33,tecnico,solterx,secundario,si,-374,no,si,celular,20,ago,2008,160,2,-1,0,desconocido,no
44,administrador,casadx,secundario,no,1423,si,no,desconocido,13,may,2008,162,4,-1,0,desconocido,no
33,tecnico,solterx,secundario,no,920,si,no,celular,22,jul,2008,187,4,-1,0,desconocido,no
58,gestion,casadx,secundario,no,407,si,no,celular,29,jul,2008,145,2,-1,0,desconocido,no
50,desempleadx,divorciadx/viudx,secundario,no,32,no,no,celular,4,ago,2008,282,2,-1,0,desconocido,no
30,operarix,solterx,secundario,no,155,si,si,celular,9,jul,2008,1426,3,-1,0,desconocido,no
40,gestion,casadx,universitario/terciario,no,3352,si,no,telefono fijo,23,oct,2008,138,1,-1,0,desconocido,no
59,tecnico,divorciadx/viudx,secundario,no,797,si,no,celular,18,nov,2008,319,2,165,2,fallo,no
27,tecnico,casadx,desconocido,no,811,si,no,desconocido,28,may,2008,591,2,-1,0,desconocido,no
59,jubiladx,casadx,secundario,no,3382,si,no,desconocido,13,may,2008,806,1,-1,0,desconocido,no
51,empresarix,casadx,universitario/terciario,no,209,no,no,celular,29,jul,2008,112,2,-1,0,desconocido,no
48,administrador,casadx,secundario,no,1208,no,no,telefono fijo,18,nov,2008,126,4,-1,0,desconocido,no
38,operarix,casadx,primario,no,-459,si,si,celular,19,nov,2008,219,2,-1,0,desconocido,no
47,operarix,casadx,secundario,no,473,si,no,celular,21,nov,2008,127,2,176,2,otro,no
48,operarix,casadx,secundario,no,893,no,no,celular,13,ago,2008,62,2,-1,0,desconocido,no
38,desempleadx,casadx,secundario,no,926,no,no,desconocido,17,jun,2008,705,5,-1,0,desconocido,no
38,gestion,solterx,universitario/terciario,no,16957,si,no,desconocido,27,may,2008,142,2,-1,0,desconocido,no
45,tecnico,casadx,secundario,no,1629,no,no,celular,18,ago,2008,58,4,-1,0,desconocido,no
44,tecnico,casadx,secundario,no,1901,no,no,celular,18,nov,2008,143,3,104,2,fallo,no
46,servicios,casadx,secundario,no,111,no,no,celular,13,ago,2008,78,2,-1,0,desconocido,no
43,administrador,solterx,secundario,no,2539,si,no,desconocido,16,may,2008,529,4,-1,0,desconocido,no
57,jubiladx,solterx,universitario/terciario,no,0,no,no,celular,18,nov,2008,300,1,-1,0,desconocido,no
45,operarix,casadx,secundario,no,66,si,no,desconocido,5,may,2008,808,2,-1,0,desconocido,no
25,estudiante,solterx,universitario/terciario,no,-113,no,no,celular,10,jul,2008,300,3,-1,0,desconocido,no
