id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
28144435,Día y noche en Buenos Aires,21776095,Flavia,Palermo,-34.58785,-58.41409,Entire home/apt,957,5,5,18-11-2018,0.35,1,0
28145534,"Studio Palermo  - Swimming Pool, Gym, Security",212529711,Dario,Palermo,-34.58254,-58.40719,Entire home/apt,2691,2,9,11-05-2019,0.64,1,324
28148322,Cuarto priv en penthouse triplex en zona Recoleta,60804506,Maria,Retiro,-34.59848,-58.38532,Private room,1794,1,1,15-10-2018,0.07,2,180
28148589,2 Bed Rooms apartment in a great area of Bs.As,15466789,Juan,Recoleta,-34.58383,-58.40466,Entire home/apt,5979,7,0,,,51,87
28149054,Habitación en excelente zona - seguridad 24 hs,56196988,Ian,Palermo,-34.57923,-58.40737,Private room,897,1,1,17-11-2019,1,1,87
28149570,"6 people, full equipped",196480453,Ie Corporativo,Monserrat,-34.61467,-58.3854,Entire home/apt,1435,5,9,25-05-2019,0.68,4,0
28150477,PLA5D Apartamento Luminoso,197956654,Dago,Villa Ortuzar,-34.5826,-58.46816,Entire home/apt,2212,1,3,17-08-2019,0.79,19,362
28150647,Palermo Hollywood-Soho/Seguridad/Hidro/gym 404,203109589,Alejandro,Palermo,-34.5789,-58.42863,Entire home/apt,2990,1,45,10-11-2019,3.05,8,0
28151777,Yerbal 721,212640330,Mariel,Caballito,-34.61773,-58.44016,Entire home/apt,1495,1,6,30-12-2018,0.4,1,361
28153010,"Recoleta, fully equipped appartment.",34269515,Caique,Recoleta,-34.59442,-58.3922,Private room,1794,6,3,18-07-2019,0.24,1,362
28153729,COMFY APT • Well located • CITY CENTRE,212654093,Alan,Palermo,-34.58659,-58.41319,Entire home/apt,4783,1,3,18-01-2019,0.21,1,178
28154072,Hermoso departamento de 2 amb/2 baños/cochera,77729630,Romina,Nuñez,-34.54733,-58.45978,Entire home/apt,2990,60,0,,,1,143
28155317,2 DORM-2BAÑOS- Moderno y Lujoso. Palermo SOHO,2597734,Welcome2BA,Palermo,-34.58296,-58.42378,Entire home/apt,5979,3,9,06-05-2019,0.64,56,23
28155645,Modern and Spacious Apt 2p in the Heart of Palermo,17449296,Bel,Palermo,-34.58017,-58.43296,Entire home/apt,2810,1,5,21-11-2019,3.13,1,22
28156175,Minimalism style - Your home in Buenos Aires,3154994,Lucila,Palermo,-34.56436,-58.43781,Entire home/apt,1913,3,41,18-11-2019,4.59,1,164
28157948,☺ Great San Telmo Flat - Big Room! ☺,21698695,Matias,Monserrat,-34.61551,-58.37612,Private room,718,15,8,28-10-2019,0.61,3,354
28158697,Departamento tipo casa jardìn y terraza propia,157073468,Maria Mercedes,Parque Patricios,-34.64112,-58.40924,Private room,538,2,15,14-10-2019,1.08,1,155
28159546,"STUDIO, CORRIENTES AV. BUENOS AIRES",20306429,Florencia,San Nicolas,-34.60393,-58.37907,Entire home/apt,1674,2,46,08-11-2019,4.25,1,197
28159807,Great location in Palermo quiet loft w/green view,24515467,Guy,Palermo,-34.59132,-58.42167,Entire home/apt,3588,3,10,23-09-2019,0.71,1,116
28159922,habitación privada en Belgrano,108775479,Benjamín,Colegiales,-34.56724,-58.45156,Private room,478,1,1,08-10-2018,0.07,1,178
28160943,Moderno Duplex doble altura zona Belgrano/Nuñez,191256372,Agustin,Belgrano,-34.55414,-58.45147,Entire home/apt,1495,4,20,02-11-2019,1.35,1,179
28164101,DEPARTAMENTO EX LOI SUITES,14096220,Maria Y Oscar,Retiro,-34.59475,-58.37895,Entire home/apt,2033,5,2,02-02-2019,0.16,2,358
28164557,Habitacion Privada en zona del Congreso Nacional,134000636,Juan Ignacio,San Cristobal,-34.61958,-58.39466,Private room,419,1,3,29-04-2019,0.37,2,365
28171263,Hermoso apartamento en Palermo,77456386,Leonardo,Recoleta,-34.58761,-58.40497,Entire home/apt,2691,4,6,19-10-2019,0.65,3,60
28174056,Departamento acogedor y familiar,44165967,Nicolas Matias,Villa Crespo,-34.59218,-58.43812,Entire home/apt,2093,1,0,,,3,357
28175118,El point,53639172,Eliza,Palermo,-34.57151,-58.43415,Shared room,1196,7,0,,,1,0
28175373,Beautiful Apartment in Las Cañitas,13321618,Gabriela,Palermo,-34.57269,-58.43287,Entire home/apt,2691,3,2,13-01-2019,0.15,2,179
28175380,Amplia habitación en Belgrano. SOLO PARA MUJERES,75629678,Alberto,Belgrano,-34.56317,-58.4569,Private room,478,4,0,,,1,364
28176452,San Cristobal Departamento,51449967,Nacho,San Cristobal,-34.62855,-58.41125,Private room,17938,1,0,,,2,365
28179371,Habitación privada y tranquila en centro porteño,99268295,Luisina,Monserrat,-34.61678,-58.37974,Private room,419,1,75,07-11-2019,5.37,1,0
28180220,COSY BEDROOM IN LA PATERNAL,162812673,Sebastian,Paternal,-34.59424,-58.46643,Private room,658,7,10,20-09-2019,0.77,1,298
28180724,PLA6C Apartamento Luminoso,197956654,Dago,Villa Ortuzar,-34.58318,-58.4668,Entire home/apt,2212,1,3,17-02-2019,0.22,19,364
28180875,Departamento cerca del Obelisco. Ubicación única !,89142037,Aldana,Monserrat,-34.60815,-58.37557,Entire home/apt,837,2,3,18-03-2019,0.31,1,156
28182003,"Share Room Buenos Aires City, Caballito",209240185,Carla,Caballito,-34.62742,-58.43518,Shared room,299,1,1,27-09-2018,0.07,2,89
28182464,"Sobre calle peatonal, en pleno centro",62922992,Raul,Retiro,-34.59537,-58.37835,Entire home/apt,2810,2,0,,,1,0
28184036,Beautiful flat in Palermo Hollywood with 2 cats ;),22855604,Vanesa,Palermo,-34.58618,-58.43713,Entire home/apt,1854,1,8,20-10-2019,0.55,1,20
28184044,"San Telmo's Heart, 1 block from the Famous Mercado",5488681,Martha,San Telmo,-34.61825,-58.3714,Entire home/apt,2093,3,4,30-04-2019,0.3,5,336
28184238,Beautifull apartment with panoramic view and loc,15097217,Pablo,Almagro,-34.60649,-58.42981,Entire home/apt,2392,2,2,04-11-2018,0.15,3,364
28185027,"Buenos Aires Apartamento Cómodo Amplio, lindo!",212879202,Dario,San Nicolas,-34.60415,-58.38061,Private room,1495,1,0,,,1,179
28185112,"Modern, bright and comfortable apartment!",126682874,Agustín,Boedo,-34.62677,-58.42555,Entire home/apt,4305,2,14,18-11-2019,0.95,2,352
28185575,Habitación Individual,212882015,Gustavo,Villa Del Parque,-34.60976,-58.49293,Private room,478,1,0,,,1,0
28186883,Luminoso departamento estudiantil,198469199,Fernanda,Balvanera,-34.59908,-58.40676,Entire home/apt,1674,10,28,09-11-2019,1.99,1,53
28187334,Templo House Music,130014790,Jonathan Alexis,Villa Crespo,-34.60014,-58.44096,Shared room,598,1,0,,,1,89
28187952,Piso alto vista al Río de la Plata,22622297,Sol,Puerto Madero,-34.61006,-58.36073,Entire home/apt,8969,2,1,24-03-2019,0.12,1,342
28188182,Recoleta,200937752,Capurro,Recoleta,-34.5945,-58.39511,Entire home/apt,4484,30,0,,,1,365
28202111,Mi Hogar,1231825,Fabio,Palermo,-34.56757,-58.44631,Shared room,3289,2,0,,,1,0
28202672,Cozy Apartment at Palermo Soho,10175112,Augusto,Palermo,-34.58169,-58.42861,Entire home/apt,2990,4,12,21-10-2019,0.9,2,347
28204038,City center Apartment,213022717,Eddie,Balvanera,-34.60443,-58.3958,Private room,1196,1,0,,,1,363
28204089,Great Basement in a Beautiful House,13697954,Silvia,Palermo,-34.5654,-58.44078,Private room,1794,2,0,,,6,170
28204181,Cozy Loft in the heart of San Telmo,49564125,Alejandra,San Telmo,-34.61657,-58.37317,Entire home/apt,1913,2,23,19-10-2019,1.69,1,1
28204928,"Hermoso studio a estrenar en las Cañitas, Palermo",7885252,Flavia,Palermo,-34.56898,-58.43092,Entire home/apt,2033,3,34,13-10-2019,2.37,2,150
28205023,Comfortable Apart in the heart of BsAs,213030823,Mariela Giselle,San Nicolas,-34.60341,-58.38094,Entire home/apt,1375,3,26,23-11-2019,2.36,1,14
28205480,Espectacular 2 amb amoblado y equipado Las Cañitas,1861508,Susana,Palermo,-34.57218,-58.43103,Entire home/apt,2990,2,7,24-12-2018,0.48,1,68
28205670,Lovely 2 Bedroom/4 People Apart in Palermo Chico,686535,Guille Y Fede,Palermo,-34.5824,-58.40755,Entire home/apt,4783,2,33,17-11-2019,2.44,1,136
28207113,Mi Casa en Buenos Aires.,19697271,Mariana,Palermo,-34.58158,-58.43941,Entire home/apt,1435,1,0,,,1,81
28215127,Studio in Downtown - Maipu 200,193951511,Justino,San Nicolas,-34.60413,-58.37551,Entire home/apt,3289,1,1,19-10-2019,0.79,6,84
28217839,Stylish Apt w/ Luxury Decor in Palermo Hollywood,132838002,Juan,Colegiales,-34.5808,-58.4433,Entire home/apt,2990,28,10,18-10-2019,0.82,40,0
28218776,Casa en el mítico barrio de La Boca,213141154,Lucía,Boca,-34.63409,-58.364,Entire home/apt,538,2,1,25-01-2019,0.1,1,0
28220314,Cheerful Studio in the ♡  of Palermo Hollywood,16133446,Luis & Florencia,Palermo,-34.58091,-58.43137,Entire home/apt,2691,2,9,07-10-2019,0.68,52,144
28220831,"Las cañitas, beautiful apartment with view polo",82641986,Natacha,Palermo,-34.57214,-58.43257,Entire home/apt,3887,3,35,11-08-2019,2.37,1,345
28223439,Hermoso  departamento  monoambiente  en Recoleta,219128,Maria,Recoleta,-34.59163,-58.39901,Entire home/apt,1674,2,10,12-11-2019,0.68,2,237
28226122,Habitación privada en Villa Devoto,48676098,Virginia,Villa Devoto,-34.5973,-58.50461,Private room,3289,1,2,15-09-2018,0.13,1,88
28226872,Modern Apartment in the Downtown,190601575,Agustina,Retiro,-34.59847,-58.38094,Entire home/apt,1435,3,30,17-11-2019,2.04,2,138
28227050,Hermoso departamento en Las Cañitas,25903459,Nicolas,Palermo,-34.57501,-58.43166,Entire home/apt,1076,2,40,13-10-2019,3.1,1,165
28227667,Departamento con habitacion disponible.,213216374,Walter,Chacarita,-34.57991,-58.45494,Shared room,419,1,0,,,1,363
28228637,Anita's Place,167765405,Mariano,Palermo,-34.59073,-58.4142,Entire home/apt,4783,2,0,,,2,331
28229129,Private room in Palermo (Dharma Home),66921090,Dharma,Palermo,-34.57786,-58.43399,Private room,1315,2,34,01-11-2019,2.46,1,167
28229425,"Espacio zen, minimalista, paz y armonia.",79549295,Alvaro,Villa Devoto,-34.61031,-58.51879,Entire home/apt,4484,15,0,,,1,173
28229868,HEART OF BUENOS AIRES,12088576,Maria,San Nicolas,-34.60293,-58.38756,Private room,1913,1,0,,,1,365
28230386,Almagro Departamento,213238985,Santiago,Almagro,-34.60613,-58.41973,Entire home/apt,1794,2,23,10-03-2019,1.56,1,83
28230716,Penthouse with terrace in Palermo Chico,151974354,Lucila Amand,Palermo,-34.57811,-58.40574,Entire home/apt,7474,1,12,27-03-2019,1.08,2,81
28238724,Apartamento Con Servicios En Palermo,168667692,Claudia,Palermo,-34.58602,-58.43114,Private room,5919,1,0,,,1,0
28240614,#41 - Nice view in San Telmo for 1 person!!!,73350585,Maria Elena,Constitucion,-34.61932,-58.38197,Entire home/apt,1375,7,3,14-04-2019,0.24,28,339
28240880,Departamento Buenos Aires Nuñez Luminoso Excelente,70347143,Nicolas,Nuñez,-34.54561,-58.46885,Entire home/apt,1196,2,49,17-11-2019,3.54,1,154
28244760,Departamento compartido zona hermosa de Palermo,153531005,Agustin,Palermo,-34.59317,-58.41606,Shared room,2033,1,0,,,1,365
28245023,BEST APARTMENT-Belgrano R-,211390127,Perla,Belgrano,-34.5672,-58.47178,Entire home/apt,1076,2,7,05-05-2019,0.51,2,84
28247369,Belgrano Departamento,213351772,Jesica,Belgrano,-34.55968,-58.46524,Private room,1375,1,4,01-04-2019,0.27,1,362
28247396,"Modern, new and bright flat in 7th.  floor.",213352531,Alejandro,Balvanera,-34.60074,-58.41235,Entire home/apt,2451,3,15,17-11-2019,1.29,2,226
28247485,#112 - Nice loft with increíble view!,73350585,Maria Elena,Constitucion,-34.61819,-58.38111,Entire home/apt,1674,3,6,30-09-2019,0.47,28,365
28248659,La Casa de los abuelos,181629781,Maria Antonia,Colegiales,-34.57304,-58.44751,Private room,1794,2,3,22-10-2018,0.21,1,365
28249295,PLA 4B Apartamento Luminoso,197956654,Dago,Villa Ortuzar,-34.58298,-58.46778,Entire home/apt,2212,1,5,18-11-2019,0.41,19,364
28249903,Brand new sunny apartment in Recoleta.,20376651,Josefina,Recoleta,-34.59096,-58.39688,Entire home/apt,2392,3,52,12-11-2019,3.64,1,208
28250159,Casa de Felipe,160007651,Felipe,Recoleta,-34.59822,-58.39685,Private room,658,1,14,21-10-2019,1.97,1,365
28250162,Palermo/Almagro Brand New Apartment,15640230,Susana,Palermo,-34.59765,-58.42322,Entire home/apt,1794,30,0,,,16,337
28250548,Stylish and comfortable apartment.,9390125,Flaminia,Recoleta,-34.59614,-58.39054,Entire home/apt,6876,7,16,17-11-2019,1.34,3,261
28252296,Departamento 2 ambientes.,174286986,Alfon,Almagro,-34.60855,-58.4186,Shared room,419,1,1,14-10-2018,0.07,1,365
28253135,Luminoso Departamento en el Centro de Buenos Aires,170961696,Ignacio,Retiro,-34.59781,-58.37738,Entire home/apt,2691,1,14,09-11-2019,3.11,1,354
28254588,Dpto en Recoleta super luminoso!!,213335509,María Macarena,Recoleta,-34.58533,-58.4062,Shared room,419,2,2,26-09-2018,0.14,1,0
28254966,Design 4pax AC/Pool/Sauna/Gym @ Palermo Hollywood,2001365,Daiana,Palermo,-34.57702,-58.44021,Entire home/apt,3289,2,50,12-11-2019,3.61,3,327
28255023,Sweet Amancay,213410736,Mi Amancay,Villa Crespo,-34.60297,-58.44494,Entire home/apt,718,4,8,02-08-2019,0.59,1,53
28255040,"Bohemian Residence in San Telmo. "" 828 """,213380248,Antonino,Barracas,-34.62797,-58.37531,Entire home/apt,14948,2,2,15-10-2018,0.14,1,363
28255614,LUMINOSO Y AMPLIO 3 AMBIENTES EN PALERMO,158977653,Majo,Palermo,-34.58763,-58.41979,Entire home/apt,4783,3,40,08-11-2019,3.42,3,151
28255744,Habitación En Palermo Hollywood,144110886,Bettina,Palermo,-34.57802,-58.42913,Private room,897,1,3,07-12-2018,0.2,1,267
28255949,Cómodo departamento en el centro porteño,154533948,Gustavo,San Nicolas,-34.60028,-58.38035,Entire home/apt,2392,2,5,21-04-2019,0.35,1,73
28256299,Turismo,213417341,Jorge Eduardo,Palermo,-34.59019,-58.43102,Entire home/apt,837,9,4,11-08-2019,0.28,2,306
28257327,Casa Azul Palermo - Private Room!,174594975,Joselyn,Villa Crespo,-34.59819,-58.43102,Private room,658,2,13,01-08-2019,0.88,4,79
28258298,Modern and comfortable apartment in PALERMO,13203606,Fausto,Palermo,-34.58984,-58.41096,Entire home/apt,1913,2,15,03-08-2019,1.06,2,207
28258540,Casa Azul Palermo - Double Room XL,174594975,Joselyn,Villa Crespo,-34.59597,-58.43179,Private room,1016,3,24,21-08-2019,1.61,4,64
28259091,Exc.Apartamento alquila 2 habitaciones,213137279,Carlos,Coghlan,-34.56581,-58.4763,Private room,4783,3,0,,,2,365
28259645,Apartamento En Coghlan,213137279,Carlos,Villa Urquiza,-34.56601,-58.47718,Private room,5381,3,0,,,2,365
28259659,Guatemala Cozy apartment,107155375,Sol,Palermo,-34.58843,-58.41952,Entire home/apt,1495,2,5,17-11-2019,0.35,3,96
28260315,Tres baren,213450494,Débora,Flores,-34.62038,-58.45922,Private room,897,1,0,,,1,83
28261367,Casita Rivera / Little-home Rivera (steps subway),58445007,Maite,Belgrano,-34.55664,-58.46287,Private room,478,1,0,,,1,87
28265533,Buenos aires Apartamento entero 4 Camas  wiffi fre,10522769,Ricardo,Balvanera,-34.60132,-58.39868,Entire home/apt,2392,4,3,20-09-2019,0.23,1,350
28269692,Cozy flat in Recoleta*PERFECT Location! <3,213504306,Ana,Recoleta,-34.59146,-58.39764,Entire home/apt,1614,2,6,14-09-2019,0.42,1,0
28271324,Luminoso Departamento en el CORAZÓN de COGHLAN,60559598,Diego Luis,Coghlan,-34.56478,-58.47625,Entire home/apt,2392,1,7,14-07-2019,0.48,1,171
28274274,PLA5B Apartamento Luminoso,197956654,Dago,Villa Ortuzar,-34.58256,-58.46666,Entire home/apt,2631,1,9,26-10-2019,0.62,19,343
28274338,Depto en Palermo: excelente ubicación y comodidad,14698763,Marianela,Palermo,-34.57835,-58.42573,Entire home/apt,2093,3,2,20-10-2018,0.15,1,0
28276399,*Departamento moderno en excelente ubicación*,165587526,Catalina,Palermo,-34.58072,-58.43917,Entire home/apt,1495,2,24,14-11-2019,1.73,1,313
28277510,Bright and quiet apartment in Recoleta,11483615,Mariana,Retiro,-34.59421,-58.37871,Entire home/apt,1913,3,5,16-10-2019,0.37,29,349
28279211,Luminoso studio en Palermo Soho (Plaza Armenia),213568703,Caro,Palermo,-34.58916,-58.42213,Entire home/apt,1614,5,27,19-11-2019,2,1,71
28279892,La mejor Zona!! Super ubicado centro!! Acogedor :),40450031,Mayra,San Nicolas,-34.60302,-58.3885,Entire home/apt,897,2,0,,,3,363
28280348,Apartamento en villa Crespo,56477687,Diego,Villa Crespo,-34.59493,-58.44162,Entire home/apt,2392,3,6,23-05-2019,0.42,4,359
28280785,Cozy studio in the heart of Recoleta. VLPlaza,4341485,Dolores,Recoleta,-34.59404,-58.38932,Entire home/apt,5381,2,36,13-11-2019,2.44,4,347
28281905,,122561233,Fiamma,Palermo,-34.57801,-58.41281,Private room,1495,4,0,,,1,0
28282652,Fitz Roy 8,213589174,Eduardo Juan,Palermo,-34.58184,-58.43238,Entire home/apt,1913,2,19,29-08-2019,1.32,3,84
28282662,Palermo,22020217,Esteban,Palermo,-34.59074,-58.43507,Entire home/apt,1973,2,0,,,1,83
28283809,Villa Crespo acogedor studio con Piano!,34287438,Paula,Villa Crespo,-34.60568,-58.45061,Entire home/apt,1136,1,13,23-11-2019,0.96,4,146
28284775,Mi lugar en el mundo,106803566,Sabrina,Villa Urquiza,-34.57055,-58.47596,Entire home/apt,2093,2,25,19-11-2019,2.28,1,3
28284820,Studio 5 Stars Bellini Place,205138745,Belen,Retiro,-34.59639,-58.37908,Entire home/apt,2392,1,22,01-11-2019,1.53,2,333
28284828,Apartment in Palermo-Belgrano,213607980,Patricio,Palermo,-34.56907,-58.44651,Private room,1495,7,1,07-11-2018,0.08,1,178
28284876,Apartment in Recoleta/ Downtown area,25101065,Alejandro,Retiro,-34.59784,-58.38493,Entire home/apt,7175,4,31,04-11-2019,2.17,1,32
28284944,Alojamiento Recoleta Southern-House (204) Mujer,162458814,Marcos,Recoleta,-34.59693,-58.40761,Shared room,777,7,0,,,22,60
28285039,Brand new premium studio in Belgrano 24h Security,9930570,Bruno,Belgrano,-34.55897,-58.46086,Entire home/apt,1555,3,8,18-11-2019,1.62,1,109
28285309,Alojamiento Recoleta Southern-House (302) Mujer,162458814,Marcos,Recoleta,-34.59739,-58.40816,Shared room,777,7,0,,,22,60
28286137,Disfrute la elegancia de Recoleta,6983028,Viviana,Recoleta,-34.5933,-58.39835,Entire home/apt,1435,7,5,31-10-2019,0.4,2,363
28286265,Maravilloso departamento en Palermo,15829285,Juan,Palermo,-34.58026,-58.43329,Entire home/apt,2571,4,20,22-10-2019,1.35,3,360
28286675,""" hogar""",34547780,Alejandro Daniel,Constitucion,-34.62086,-58.38055,Entire home/apt,777,3,24,15-11-2019,1.72,1,347
28286754,"TRANQUILO MONOAMBIENTE ENTERO, CÉNTRICO Y LUMINOSO",213621791,Ruben Dante,Balvanera,-34.60814,-58.39967,Entire home/apt,1435,15,7,19-10-2019,0.5,1,354
28287746,Cozy Loft / Terrace AC & Pool in Palermo Hollywood,1021694,Tomas,Palermo,-34.57894,-58.43441,Entire home/apt,4484,1,32,12-11-2019,2.4,13,337
28287811,Alojamiento Recoleta Southern-House (302) Mujer2,162458814,Marcos,Recoleta,-34.5971,-58.40601,Shared room,777,7,0,,,22,60
28287829,Alojamiento Recoleta Southern-House (301) Hombre3,162458814,Marcos,Recoleta,-34.5957,-58.40746,Shared room,777,7,0,,,22,97
28287839,Alojamiento Recoleta Southern-House (303) Hombre2,162458814,Marcos,Recoleta,-34.59559,-58.40783,Shared room,777,7,0,,,22,60
28287844,Alojamiento Recoleta Southern-House (302) Mujer3,162458814,Marcos,Recoleta,-34.59698,-58.40824,Shared room,777,7,0,,,22,60
28287847,Alojamiento Recoleta Southern-House (303) Hombre3,162458814,Marcos,Recoleta,-34.59532,-58.40816,Shared room,777,7,0,,,22,60
28287855,Alojamiento Recoleta Southern-House (301),162458814,Marcos,Recoleta,-34.59752,-58.40829,Shared room,777,7,0,,,22,60
28287960,Sofá amplio y colchón en dpto compartido - Palermo,112728919,Facundo,Villa Crespo,-34.59406,-58.44224,Shared room,478,1,13,12-11-2019,0.88,2,73
28288575,Boutique Room  -  w/Private bath - Breakfast,3696553,Vane,Palermo,-34.58005,-58.43541,Private room,2511,2,1,11-03-2019,0.12,1,22
28289519,Casa hermosa con mucha buena onda,213644267,Maximiliano,Caballito,-34.60964,-58.44728,Private room,598,30,0,,,1,365
28289890,Alojamiento Recoleta Southern-House (204) Mujer2,162458814,Marcos,Recoleta,-34.59684,-58.40598,Shared room,777,7,0,,,22,97
28290079,Alojamiento Recoleta Southern-House (101) Hombre2,162458814,Marcos,Recoleta,-34.5973,-58.40763,Shared room,777,7,2,23-11-2018,0.16,22,97
28290180,Alojamiento Recoleta Southern-House (102) Hombre2,162458814,Marcos,Recoleta,-34.59748,-58.40608,Shared room,777,7,0,,,22,60
28290238,Alojamiento Recoleta Southern-House (103) Mujer2,162458814,Marcos,Recoleta,-34.59741,-58.40786,Shared room,777,7,0,,,22,60
28290318,Alojamiento Recoleta Southern-House (201),162458814,Marcos,Recoleta,-34.59765,-58.40786,Private room,1076,7,3,19-01-2019,0.24,22,60
28302206,Espacio mágico.,213729827,Jackeline,Nueva Pompeya,-34.6521,-58.41495,Private room,897,2,1,07-01-2019,0.09,1,270
28304124,departamento en el corazón de palermo,213743754,Omar,Palermo,-34.58602,-58.43944,Entire home/apt,1495,1,25,02-09-2019,1.71,1,363
28304737,Edificio Facultad VI,213747601,Jacinto Leonardo,Monserrat,-34.61303,-58.37852,Entire home/apt,3588,2,0,,,1,53
28305526,Recoleta Departamento,213754227,Manuel,Recoleta,-34.59584,-58.40256,Shared room,359,1,1,29-09-2018,0.07,1,180
28307360,Priority Alto Palermo,4103758,Maria Julia,Recoleta,-34.58996,-58.41043,Entire home/apt,2332,2,7,24-11-2019,0.57,3,174
28307454,Departamento completo ideal hasta tres huespedes,60123601,Guillermo Ariel,Belgrano,-34.56563,-58.45622,Entire home/apt,1674,3,10,20-11-2019,0.71,1,15
28309509,Buenos Aires micro centro,200363035,Viviana,San Nicolas,-34.60062,-58.37923,Entire home/apt,2272,3,23,02-11-2019,1.64,1,289
28309536,Apartamento En San Telmo,213783546,Casa C,Monserrat,-34.61502,-58.37404,Entire home/apt,3887,5,0,,,1,270
28310815,Cozy apartment in Recoleta near everywhere,13354709,Carolina,Recoleta,-34.59452,-58.40567,Entire home/apt,2392,2,38,26-10-2019,3.13,1,76
28311482,AMAZING DUPLEX IN PALERMO !!,104855343,Javier,Palermo,-34.59007,-58.41516,Entire home/apt,8969,3,41,15-11-2019,2.92,1,61
28312852,Departamento todo luz en Recoleta,213807996,Beatriz,Recoleta,-34.59395,-58.40133,Private room,1256,3,0,,,1,0
28313195,"Sunny apartment near Palermo, great views!!!",102868136,Tomas,Colegiales,-34.57441,-58.44348,Entire home/apt,2392,5,16,05-11-2019,1.12,2,45
28314741,Divino loft! A metros del subte! Excelente lugar,86183306,Luciana,Nuñez,-34.55452,-58.46121,Entire home/apt,1614,5,13,31-08-2019,0.92,1,249
28314913,Extraordinary Apartment in Palermo,54462778,Bruno,Palermo,-34.58649,-58.41653,Private room,598,1,12,18-08-2019,1.96,1,0
28315413,Your little place in BA to kick off your shoes.,9744624,Allison,Monserrat,-34.61433,-58.37896,Entire home/apt,1315,29,20,13-11-2019,1.45,2,48
28323280,Fitz Roy 3,213589174,Eduardo Juan,Palermo,-34.58112,-58.43327,Entire home/apt,1913,2,20,10-11-2019,1.46,3,88
28325457,"Apartamento  Piscina,Gym,Sauna,Salon seguridad",27965980,Emilio,Parque Patricios,-34.63086,-58.40186,Entire home/apt,1435,3,5,19-12-2018,0.34,3,257
28326621,Amazing duplex with large private yard in Palermo,8531569,Mayra,Villa Crespo,-34.59334,-58.43515,Entire home/apt,2272,15,8,08-11-2019,0.7,1,214
28329110,Almagro Departamento,33685534,Virginia,Almagro,-34.61922,-58.4252,Private room,1016,2,1,08-10-2018,0.07,1,89
28330718,"RECOLETA | SPACIOUS 2br, French style | 4 PAX",213586060,Malena & Joaquin,Recoleta,-34.59279,-58.39366,Entire home/apt,7474,2,29,11-11-2019,2.15,5,365
28332126,"My place , your place.",213342203,Maria Fernanda,San Cristobal,-34.61902,-58.39981,Entire home/apt,777,5,27,30-09-2019,1.84,1,47
28333532,¡New! Mansión Bolívar,213946765,Louise,Barracas,-34.62903,-58.37334,Entire home/apt,3289,4,7,14-06-2019,0.52,2,352
28336235,Exclusive Studio PALERMO SOHO 105,20905593,Lucas,Palermo,-34.58176,-58.42303,Entire home/apt,4484,1,39,11-11-2019,2.64,22,355
28337807,Cuarto priv en fabuloso penthouse triplex terraza,60804506,Maria,Retiro,-34.59719,-58.38679,Private room,2990,1,0,,,2,365
28338275,LARGE MASTER BEDROOM IN STYLISH RECOLETA APT.,54793018,Mark,Recoleta,-34.59568,-58.39093,Private room,2332,3,37,16-11-2019,2.53,1,335
28338784,Great downtown location! Near points of interest,213984876,Marìa Teresa,San Nicolas,-34.60225,-58.37159,Entire home/apt,2631,3,42,16-11-2019,3.89,1,101
28339176,#104 - Beautiful LOFT with excellent LOCATION!!!,73350585,Maria Elena,Constitucion,-34.62028,-58.3828,Entire home/apt,1136,3,4,22-10-2019,0.49,28,361
28340001,Bello departamento en Palermo.,173436805,Maria Julieta,Palermo,-34.57792,-58.42239,Entire home/apt,1973,2,17,17-11-2019,1.9,1,86
28342945,Excelente monoambiente en complejo GreenHaus.,143228739,Maxi Y Naty,Villa Ortuzar,-34.57615,-58.47302,Entire home/apt,1196,3,20,27-10-2019,1.45,1,142
28345334,SUITE EQUIPADA EN RECOLETA,214030938,Mario,Recoleta,-34.59817,-58.3908,Private room,1614,4,0,,,2,365
28345852,SUITE EN RECOLETA (EQUIPADA),214030938,Mario,Recoleta,-34.59815,-58.39052,Private room,1375,3,1,18-11-2019,1,2,73
28353650,Recoleta Full,161165645,Florencia,Recoleta,-34.58797,-58.40433,Entire home/apt,3169,2,44,21-11-2019,3.13,2,101
28355492,Habitación en depto compartido,15437529,Juan Jose,Recoleta,-34.58711,-58.4076,Private room,658,2,0,,,2,0
28356440,Casa En Parque Chacabuco,214096603,Daniela,Parque Chacabuco,-34.63616,-58.4429,Private room,478,2,0,,,1,365
28356653,Amplio apartamento en Recoleta con balcón y Patio,3469227,Federico,Recoleta,-34.58727,-58.38917,Entire home/apt,3289,5,1,28-07-2019,0.25,85,342
28356720,Bright Studio Apartment in the perfect location,17928467,Michael,Palermo,-34.59137,-58.43393,Entire home/apt,1315,3,19,10-11-2019,1.42,1,95
28356922,Beau triplex à Plaza Serrano,1853733,Harry Et Angélica,Palermo,-34.58978,-58.43042,Entire home/apt,3588,3,0,,,14,163
28357499,Monoambiente en centro porteño,214107652,Maria Elisa,San Nicolas,-34.60528,-58.39032,Entire home/apt,1136,1,4,11-10-2018,0.27,1,0
28358475,Studio for 2 in Palermo,142062700,Clara,Palermo,-34.58418,-58.42,Entire home/apt,2990,7,0,,,2,35
