id,ad_type,start_date,end_date,created_on,lat,lon,l1,l2,l3,l4,l5,l6,rooms,bedrooms,bathrooms,surface_total,surface_covered,price_period,title,paga_comision
jDDW2+rA9TZt3T/VOx4ILQ==,Propiedad,2020-05-27,2020-05-28,2020-05-27,-31.2897003451,-64.3053016159,Argentina,Córdoba,Villa Allende,,,,,2.0,1.0,,,,CASA VENTA NEUQUEN 508,no paga
RsV7cG8IgIMcjJgvMiK+CA==,Propiedad,2020-08-31,2020-09-04,2020-08-31,-36.5098214,-56.6998519,Argentina,Buenos Aires Costa Atlántica,Las Toninas,,,,3.0,2.0,1.0,,42.0,Mensual,PH - Las Toninas,no paga
Fqkx30hSQc9rZMg3QSAoGA==,Propiedad,2019-10-02,2020-10-20,2019-10-02,-32.9617115,-60.6502299,Argentina,Santa Fe,Rosario,,,,,,1.0,43.0,30.0,Mensual,Depto PH Dúplex de Pasillo - 1 dormitorio - Excelente con patio - Zona Riobamba 1600 - ABASTO!!!,no paga
nZyLEXfYpOO1LN3kZrRoUg==,Propiedad,2020-06-23,9999-12-31,2020-06-23,-34.612883700000005,-58.3969404,Argentina,Capital Federal,Balvanera,,,,4.0,3.0,,,,,P.H antiguo reciclado con terraza,paga
z60tMznYhDpHxnK5Vwz3Wg==,Propiedad,2020-06-03,2020-06-08,2020-06-03,,,Argentina,Capital Federal,Villa Urquiza,,,,4.0,3.0,1.0,60.0,60.0,,Depto.tipo casa de 4 ambientes en Venta en Villa urquiza,paga
QEY/tUhChn1IwNfBnPafTw==,Propiedad,2019-12-09,2019-12-20,2019-12-09,-34.742075,-58.270036,Argentina,Bs.As. G.B.A. Zona Sur,Quilmes,Quilmes,,,3.0,2.0,1.0,50.0,47.0,,VENTA PH 3 AMBIENTES QUILMES,no paga
J2bWr+1uZ6wMnN1lp5z7Lg==,Propiedad,2020-04-08,9999-12-31,2020-04-08,-34.7060089854,-58.3136781938,Argentina,Bs.As. G.B.A. Zona Sur,Avellaneda,,,,4.0,3.0,2.0,,,,Casa PH en Venta en Wilde Centro,no paga
Djp6CfPcxt/saL+KH9F5Ww==,Propiedad,2020-06-11,2020-06-16,2020-06-11,-34.6212592,-58.478091799999994,Argentina,Capital Federal,Tribunales,,,,,3.0,2.0,,,,Casas Venta Villa Santa Rita,no paga
ZM4bA/3jQ7uN+1EhI6UlpA==,Propiedad,2020-07-14,9999-12-31,2020-07-14,-33.074486199999996,-60.575383499999994,Argentina,Santa Fe,Pueblo Esther,,,,4.0,2.0,,,,,VENTA - PROPIEDAD en Pueblo Esther - ZONA CENTRO - H. Irigoyen al 1400,no paga
wiKA2OUNKt5+CO2CCELDPw==,Propiedad,2020-08-02,9999-12-31,2020-08-02,-37.087932200000004,-56.83147760000001,Argentina,Buenos Aires Costa Atlántica,Pinamar,,,,4.0,3.0,3.0,,,,Venta casa Pinamar,paga
1iU6xtw5rN2p7oGSVJXs3Q==,Propiedad,2020-03-01,2020-03-16,2020-03-01,-34.6171816,-58.3977189,Argentina,Capital Federal,Balvanera,,,,3.0,2.0,2.0,66.0,66.0,,Depto.tipo casa de 3 ambientes en Venta en Balvanera,no paga
XJWD7qDnHLuxNCJUs2N98A==,Propiedad,2020-08-04,9999-12-31,2020-08-04,-34.6351302,-58.6437397,Argentina,Santa Fe,Castelar,,,,,,,,,,Castelar Norte - PH  Depto 2 amb - Anticipo y Cuotas,no paga
p7lHB06Svv92Gfm2eINCMQ==,Propiedad,2020-01-27,2020-02-11,2020-01-27,-34.6157145146,-58.4141785993,Argentina,Capital Federal,Almagro,,,,4.0,3.0,2.0,160.0,160.0,,Depto.tipo casa de 4 ambientes en Venta en Almagro,paga
K9cu1R5VrsN6mj7VTFrSyw==,Propiedad,2020-05-21,9999-12-31,2020-05-21,-38.0085799,-57.571170900000006,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,,,,3.0,2.0,1.0,,,,VENTA 3 AMB PH con PATIO-BUEN ESTADO-QUINTANA y DORREGO,no paga
ahKV7rUqxXNF2r/CkDkmfw==,Propiedad,2020-02-04,9999-12-31,2020-02-04,-34.5948081,-58.5499371,Argentina,Bs.As. G.B.A. Zona Oeste,Tres de Febrero,Santos Lugares,,,3.0,2.0,1.0,85.0,85.0,,PH 3 ambientes con dos patios,no paga
2A1caMjyZzDgjpIWJBPvJw==,Propiedad,2019-10-18,9999-12-31,2019-10-18,-34.5841954,-58.47214739999999,Argentina,Capital Federal,Villa Urquiza,,,,2.0,,1.0,36.0,29.0,Mensual,Mariano Acha 900 V. Urquiza Excelente PH 2 amb al frente con patio A Nuevo. Sin expensas.,no paga
El3VP8q3wNAvzex2j2Fa+g==,Propiedad,2020-01-11,2020-07-27,2020-01-11,-31.481397499999996,-64.4271998,Argentina,Capital Federal,,,,,4.0,2.0,2.0,,,,Casa en Barrio privado Valles del golf,no paga
qjYh5/RIfBvJFv9Bb88Wmg==,Propiedad,2020-04-05,9999-12-31,2020-04-05,-34.675769622800004,-58.4080197725,Argentina,Bs.As. G.B.A. Zona Sur,Lanús,,,,4.0,3.0,2.0,,,,Casa PH en Venta en Valentin Alsina,no paga
M6pKNINKcwaqGqf9+VTxmg==,Propiedad,2020-05-26,9999-12-31,2020-05-26,-32.6963423,-62.103280500000004,Argentina,Córdoba,,,,,6.0,3.0,1.0,,,,Casa de 3 dormitorios. Excelente ubicación.,no paga
S4Teqz4kyjZJOa8mlQmQXQ==,Propiedad,2020-04-21,9999-12-31,2020-04-21,-34.447315,-58.632427,Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Santa Barbara Barrio Cerrado,,,6.0,4.0,3.0,,,,Casa en Santa Barbara,paga
KOXF+PaczTOwRbzbQPt2yQ==,Propiedad,2020-08-06,9999-12-31,2020-08-06,-34.6994593,-58.3781664,Argentina,Bs.As. G.B.A. Zona Sur,Lanús,Lanús,,,5.0,4.0,2.0,,131.0,Mensual,PH - Lanús Este,no paga
6f0coXfMYA1EG6xEZYTWHw==,Propiedad,2020-03-06,2020-04-03,2020-03-06,-34.606621084000004,-58.3964049271,Argentina,Capital Federal,San Nicolás,,,,2.0,1.0,1.0,57.0,40.0,,Venta. PH 2 Ambientes. Retasado. Patio. Bajas expensas. Entre Junín y Ayacucho. Balvanera. ,no paga
xlKeI+nhN8zHP+yF2EonXg==,Propiedad,2020-02-11,2020-06-24,2020-02-11,-34.4906366159,-58.5245332571,Argentina,Bs.As. G.B.A. Zona Norte,San Isidro,Martínez,,,4.0,3.0,1.0,32.0,32.0,Mensual,PH en Venta 4 Ambientes  Martinez,paga
/uNhFqTAPduakYLfzcrLtQ==,Propiedad,2020-04-09,9999-12-31,2020-04-09,-34.6535231405,-58.3512148911,Argentina,Bs.As. G.B.A. Zona Sur,Avellaneda,,,,3.0,2.0,1.0,,,,Casa PH en Venta en Dock Sud,no paga
oFbgYOoUtvIVF+8ONEinpQ==,Propiedad,2020-04-05,9999-12-31,2020-04-05,-34.7162984656,-58.261917571400005,Argentina,Bs.As. G.B.A. Zona Sur,Quilmes,,,,5.0,3.0,3.0,,,,Chalet PH en Venta en Quilmes Este,paga
5bGWGJQx3+r/S0UKYXzvmA==,Propiedad,2019-09-27,9999-12-31,2019-09-27,-34.6068588204,-58.3992419544,Argentina,Capital Federal,Once,,,,,,1.0,50.0,50.0,Mensual,"NUEVO PRECIO - Departamento en Venta en Balvanera 1 ambiente 35 m2 en Planta Baja, más entrepiso de 15 m2 – Pasteur 200",no paga
T5qmd+tq/vss2g0LSUcU2w==,Propiedad,2019-08-25,9999-12-31,2019-08-25,-37.98432929999999,-57.5657561,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,,,,1.0,1.0,1.0,,30.0,,PH de 1 ambiente en Venta Mar del Plata,no paga
YIH2EIDVUq1Mss0nuNtdyQ==,Propiedad,2020-01-30,2020-10-03,2020-01-30,-34.632999,-58.500503,Argentina,Capital Federal,Villa Luro,,,,3.0,2.0,2.0,152.0,152.0,,PH VENTA VILLA LURO TERRAZA QUINCHO PARRILLA,no paga
4no366z8WE3QsZbRdNEzuQ==,Propiedad,2019-12-19,2020-07-10,2019-12-19,,,Argentina,Capital Federal,,,,,5.0,3.0,2.0,,,,Casa de 5 ambientes en venta,no paga
AgMoRXCD+i4qB9k6T+3slw==,Propiedad,2020-08-07,2020-08-07,2020-08-07,,,Argentina,Santa Fe,Las Rosas,,,,5.0,4.0,,,,Mensual,EN VENTA HERMOSA CASA ANTIGUA,no paga
E/+0cKHexj43LQZQMLWpww==,Propiedad,2020-03-21,9999-12-31,2020-03-21,-34.646112200000005,-58.549591799999995,Argentina,Bs.As. G.B.A. Zona Oeste,La Matanza,Ramos Mejía,,,4.0,3.0,1.0,,,,"Ph en Venta en Ramos mejía, La matanza U$S 150000",no paga
lIPHoOnRDRHfuTjd/2ig6A==,Propiedad,2020-06-30,9999-12-31,2020-06-30,-30.8619525,-64.5318187,Argentina,Córdoba,Capilla del Monte,,,,6.0,2.0,1.0,,,,Chalet Ideal en Capilla del Monte para cambiar de vida!!!,no paga
PlQEedaGNOt6GPZ+kSzdzA==,Propiedad,2020-04-09,9999-12-31,2020-04-09,-34.644159399,-58.617294503100005,Argentina,Bs.As. G.B.A. Zona Oeste,Morón,,,,2.0,1.0,1.0,,,,Casa PH en Venta en Moron Norte,no paga
F246SEo5fTRX6bCtyMoasg==,Propiedad,2020-02-06,9999-12-31,2020-02-06,-34.7574063,-58.4050128,Argentina,Bs.As. G.B.A. Zona Sur,Lomas de Zamora,,,,3.0,2.0,1.0,120.0,120.0,,"VENTA PH TIPO CASA 3 AMBIENTES C/ALTILLO, PATIO Y TERRAZA LOMAS DE ZAMORA CENTRO",no paga
8XscyVdTW+uoFowbTaoA7A==,Propiedad,2020-04-06,9999-12-31,2020-04-06,-30.8569837,-64.5262505,Argentina,Córdoba,Capilla del Monte,,,,6.0,4.0,2.0,,,,VENTA DE CASA CASTILLO EN CAPILA DEL MONTE CORDOBA,no paga
9/Tu9xYiD6EAiWK7rV3P6g==,Propiedad,2020-03-21,9999-12-31,2020-03-21,-34.5757521,-58.5370965,Argentina,Bs.As. G.B.A. Zona Norte,General San Martín,,,,3.0,2.0,,,,,"Ph en Venta, General san mart?n U$S 120000",no paga
h8cxSyNiDEmvE0eTzpWdvQ==,Propiedad,2020-02-24,9999-12-31,2020-02-24,-38.2770221,-57.8373652,Argentina,Buenos Aires Costa Atlántica,Miramar,,,,3.0,2.0,1.0,,,,PH EN VENTA EN EXCELENTE ZONA SIN EXPENSAS,no paga
jNjJfAYzcSUEDJsZkqkPxA==,Propiedad,2020-01-23,9999-12-31,2020-01-23,-34.6739089,,Argentina,Bs.As. G.B.A. Zona Oeste,La Matanza,Lomas del Mirador,,,3.0,2.0,1.0,,,,Venta de PH de 3 amb. - Lomas del Mirador,no paga
bfSGV1/7G8Opb211DwOxVA==,Propiedad,2020-04-15,2020-04-16,2020-04-15,-34.607169,-58.467006999999995,Argentina,Capital Federal,Villa General Mitre,,,,2.0,1.0,2.0,52.0,52.0,,Depto.tipo casa de 2 ambientes en Venta en Villa gral.mitre,no paga
gpalyOwmWUJLKCKR22qaeQ==,Propiedad,2020-06-30,9999-12-31,2020-06-30,-31.452474300000002,-64.242717,Argentina,Córdoba,,,,,4.0,3.0,2.0,,115.0,Mensual,PH - Miradores de Manantiales,no paga
C1wJ3Qp1+Sr3ePPAjFrsGA==,Propiedad,2020-03-15,2020-03-15,2020-03-15,-34.5705179,-58.4914578,Argentina,Capital Federal,Villa Urquiza,,,,4.0,3.0,2.0,171.0,95.0,Mensual,PH en dos Plantas con Quincho y Patio.,paga
dX3Q0/4uzq1uYJRnDk3qmA==,Propiedad,2020-08-03,9999-12-31,2020-08-03,-34.6378025,-58.3732767,Argentina,Capital Federal,Barracas,,,,6.0,5.0,,,,,PH 5 amb. c/dependencias a metros plaza Colombia,paga
chiuaVnR4koQuoIGmoa0hw==,Propiedad,2020-05-05,2020-05-11,2020-05-05,-34.5843502,-58.450781799999994,Argentina,Capital Federal,Palermo,,,,3.0,2.0,1.0,,,,"EXCELENTE PH 3AMB NUEVO, CON DISE?O Y CALIDAD SIN EXPENSAS",no paga
XHAMMaz7Q5c/4CuTEa2vcg==,Propiedad,2019-12-06,2019-12-23,2019-12-06,-34.578312841199995,-58.433666376000005,Argentina,Capital Federal,Palermo,,,,3.0,2.0,1.0,60.0,50.0,,Hermoso departamento PH de tres ambientes con patio en venta Palermo,no paga
s7B5V3pN2D5IJiHltLUIpQ==,Propiedad,2019-08-21,2020-06-16,2019-08-21,-34.6034849,-58.445947499999996,Argentina,Capital Federal,Villa Crespo,,,,6.0,,3.0,179.0,158.0,Mensual,PH-V.Crespo-Viale al 300- Refaccionar-PH-6Ambientes-178 M2-2 Plantas-Patios-3 Baños-PB X Pasillo,paga
At2f8qWZelD9V+xEr3t4eg==,Propiedad,2019-12-06,2019-12-23,2019-12-06,-34.6137912,-58.4857902,Argentina,Capital Federal,Villa del Parque,,,,4.0,3.0,1.0,150.0,95.0,,Villa Del Parque PH 4 amb.  COCHERA/ JARDÌN Y ENTRADA INDEPENDIENTE,paga
lCXMNwMlmh5puvn8BaWyaw==,Propiedad,2020-08-11,2020-08-24,2020-08-11,-34.622188799999996,-58.5703444,Argentina,Bs.As. G.B.A. Zona Oeste,Tres de Febrero,Caseros,,,3.0,2.0,1.0,,53.0,Mensual,OPORTUNIDAD ! CASA EN CASEROS,no paga
RUZd2R1vi4DZcSK59LAqLQ==,Propiedad,2020-08-17,2020-08-18,2020-08-17,-34.609076200000004,-58.457463100000005,Argentina,Capital Federal,Caballito,,,,4.0,3.0,2.0,,,Mensual,PH 4AMB HECHO A NUEVO! PATIO Y 2 TERRAZAS!!! TOUR VIRTUAL!,paga
mX1sA5uL3i1PmRpNBJ08tQ==,Propiedad,2019-10-01,9999-12-31,2019-10-01,-34.6744565,-58.5156892,Argentina,Bs.As. G.B.A. Zona Oeste,La Matanza,,,,3.0,,1.0,60.0,,Mensual,Venta PH 3 Ambientes. Tablada. La Matanza,no paga
4zndjHaMAuXMaTkRrwGkuw==,Propiedad,2020-04-05,9999-12-31,2020-04-05,-34.6939040516,-58.342673169499996,Argentina,Bs.As. G.B.A. Zona Sur,Avellaneda,,,,3.0,2.0,2.0,,,,Casa PH en Venta en Villa Dominico,no paga
pAOlWEKK17xzzNa/GkdYDQ==,Propiedad,2020-04-13,9999-12-31,2020-04-13,-34.472013700000005,-58.519301399999996,Argentina,Bs.As. G.B.A. Zona Norte,San Isidro,,,,4.0,3.0,2.0,,,Mensual,PH - San Isidro,paga
zchlCxUEvvKcsmxjFSQtRQ==,Propiedad,2020-02-28,2020-04-03,2020-02-28,-34.4984006,-58.544723100000006,Argentina,Bs.As. G.B.A. Zona Norte,San Isidro,San Isidro,,,2.0,1.0,1.0,145.0,58.0,,Excelente PH  en Venta zona  San Isidro.  Sin Expensas!!!!,no paga
bUjoF9gZEnbKWSDhTz/EFA==,Propiedad,2020-02-28,2020-04-06,2020-02-28,-34.71189520000001,-58.3947802,Argentina,Bs.As. G.B.A. Zona Sur,Lanús,Lanús Oeste,,,2.0,1.0,1.0,59.0,45.0,,Departamento PH 2 amb. Planta baja con patio y terraza - Lanús Oeste,no paga
Icv06bxGdrwBMlSTjlxwDg==,Propiedad,2020-08-03,9999-12-31,2020-08-03,-38.0124189,-57.6123856,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,,,,3.0,2.0,1.0,,,,Casa 3 ambientes con jardin,no paga
Jx0tpDWbERVT0EadoGV2pw==,Propiedad,2019-11-26,9999-12-31,2019-11-26,-34.6731265,-58.4812802,Argentina,Capital Federal,Villa Lugano,,,,,3.0,3.0,120.0,130.0,,"Ph cuatro amb, Excelente, Villa Lugano",no paga
Ob0e6XdY7H61WA1OOjl8JA==,Propiedad,2020-08-18,2020-09-04,2020-08-18,-34.6015629,-58.424939,Argentina,Capital Federal,Almagro,,,,2.0,1.0,1.0,78.0,57.0,Mensual,Venta PH 2 ambientes con terraza Almagro,no paga
AB2bDpn/CftyEqRbT0xa8g==,Propiedad,2020-06-06,9999-12-31,2020-06-06,-37.972738799999995,-57.586177600000006,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,,,,3.0,2.0,1.0,,,,CASA LOTE PROPIO A RECICLAR   U$S 30.000,no paga
zO2oNbQxDZOQNnU7YIM/2Q==,Propiedad,2020-02-11,9999-12-31,2020-02-11,-31.450781699999997,-64.1982451,Argentina,Capital Federal,,,,,3.0,3.0,,,,,CASA A LA VENTA - BARRIO LAS FLORES - RAFAEL BIELSA N° 3500,no paga
8UYyM+zJu5/Dp4mNciKI3w==,Propiedad,2019-11-04,2020-10-03,2019-11-04,-34.641954999999996,-58.369679000000005,Argentina,Capital Federal,Barracas,,,,4.0,3.0,1.0,95.0,89.0,,Excelente Ph  3 dormitorios/ 1 patio Reciclado,no paga
72XgMPLVOvRYWkYz4ia84A==,Propiedad,2020-04-30,9999-12-31,2020-04-30,-31.9115424067,-64.5720273112,Argentina,Córdoba,Villa General Belgrano,,,,3.0,2.0,2.0,,,,Vivienda a estrenar ubicada en el barrio El Vergel,no paga
3EFWSnwylsxzrrqzOIKj5Q==,Propiedad,2020-07-06,2020-10-22,2020-07-06,-34.637849100000004,-58.4906544,Argentina,Capital Federal,Villa Luro,,,,2.0,1.0,1.0,45.0,,Mensual,PH - Villa Luro,no paga
6qJxUr/3S4CLuDSWkraXsQ==,Propiedad,2020-01-04,2020-06-09,2020-01-04,-34.5829034,-58.4592088,Argentina,Capital Federal,Chacarita,,,,4.0,2.0,1.0,88.0,59.0,,VENTA PH 3 AMBIENTES MAS ESCRITORIO EN CHACARITA CON TERRAZA.,no paga
mVz0cwUdvGDWQRpwTkYNpg==,Propiedad,2020-01-30,9999-12-31,2020-01-30,-34.714134,-58.283028099999996,Argentina,Bs.As. G.B.A. Zona Sur,Quilmes,Bernal,,,4.0,3.0,2.0,,86.0,Mensual,3 DORMITORIOS | Zapiola e/ 26 de julio y Lavalle al 300,no paga
ixd8fejzORQfmrW9srun1g==,Propiedad,2020-03-17,9999-12-31,2020-03-17,-34.5758599532,-58.6160087861,Argentina,Bs.As. G.B.A. Zona Oeste,Tres de Febrero,Pablo Podestá,,,4.0,3.0,1.0,137.0,100.0,,PH 4 ambientes en planta alta - tipo casa,no paga
QZEenx94GHL6Oufs1Z17Og==,Propiedad,2020-02-07,2020-09-16,2020-02-07,-34.5751719,-58.4328377,Argentina,Capital Federal,Palermo,,,,3.0,2.0,1.0,64.0,64.0,Mensual,PH - Palermo,no paga
qANF7Dkv26xqNnnDWFjZwg==,Propiedad,2019-08-26,2019-10-04,2019-08-26,-34.6252647,-58.4636694,Argentina,Capital Federal,Flores,,,,3.0,,1.0,,56.0,Mensual,PH 3 AMB C/ DOS PATIOS - 70 m2,no paga
QJxVpmeRvEiKFYw1vL5cIw==,Propiedad,2020-09-01,9999-12-31,2020-09-01,-34.6496223,-58.54937370000001,Argentina,Bs.As. G.B.A. Zona Oeste,La Matanza,,,,2.0,1.0,1.0,,,,Casa PH en Venta en Ramos Mejia,no paga
b6fdQd+HZMXI4Qx7rTsMNg==,Propiedad,2020-08-03,9999-12-31,2020-08-03,-37.2426231687,-56.970407562,Argentina,Buenos Aires Costa Atlántica,Villa Gesell,,,,3.0,2.0,2.0,,,,Casa Meme - Alameda 212,no paga
LfWYLAHw7opkG4f44Xg4+A==,Propiedad,2019-12-16,2020-09-23,2019-12-16,-32.97787,-60.6732423,Argentina,Santa Fe,,,,,,3.0,,,,,VENDO CASA EN ROSARIO - SUIPACHA 3900 - 3 DORMITORIOS,no paga
xWrD5JDX8FGX8c59AUACdg==,Propiedad,2019-08-20,9999-12-31,2019-08-20,-34.6636054,-58.7352726,Argentina,Bs.As. G.B.A. Zona Oeste,Merlo,,,,,,,,,Mensual,Venta Departamento PH frente Monoambiente 33 m2 a estrenar sin expensas en Merlo Sur,no paga
0UAWiUzUivFxLZapQQdIBQ==,Propiedad,2020-04-05,9999-12-31,2020-04-05,-34.699794531799995,-58.291705002600004,Argentina,Bs.As. G.B.A. Zona Sur,Quilmes,,,,3.0,2.0,1.0,,,,Casa PH en Venta en Don Bosco Este,no paga
e2V/cdHp6rQfWybEeRA5og==,Propiedad,2020-02-11,2020-08-05,2020-02-11,-31.420819,-62.078526100000005,Argentina,Capital Federal,,,,,,2.0,1.0,,,,Vendo Casa 2 dormitorios con cochera,no paga
O143nxW2iQC6hnFFvYqnTQ==,Propiedad,2020-04-08,9999-12-31,2020-04-08,-34.7623898475,-58.43582511939999,Argentina,Bs.As. G.B.A. Zona Sur,Lomas de Zamora,,,,3.0,2.0,1.0,,,,Departamento Tipo Casa en Venta en Lomas de Zamora Este,no paga
rwG6s3cBQt+0goGnml3IWA==,Propiedad,2020-08-18,2020-09-04,2020-08-18,-34.6264043396,-58.4352498,Argentina,Capital Federal,Caballito,,,,4.0,3.0,2.0,187.0,137.0,Mensual,Venta PH 4 ambientes con patio en Caballito,paga
ZrcI5QCRZsswjDsnESObsw==,Propiedad,2020-03-10,9999-12-31,2020-03-10,-34.6516915,-58.66446750000001,Argentina,Bs.As. G.B.A. Zona Oeste,Ituzaingó,Ituzaingó,,,4.0,3.0,2.0,,140.0,Mensual,"PH/CASA AMERICANA 4 AMBIENTES,  LOS PORTONES  - Ituzaingó Norte",no paga
ZzEoSOGabFK2903QelRciQ==,Propiedad,2020-07-01,9999-12-31,2020-07-01,-37.341266,-57.03198100000001,Argentina,Buenos Aires Costa Atlántica,Mar Azul,,,,3.0,2.0,2.0,,,,3 AMBIENTES | 36,no paga
b2JGr91muLqfmaVzNvpOyA==,Propiedad,2020-02-28,2020-04-02,2020-02-28,-34.618278000000004,-58.39451,Argentina,Capital Federal,San Cristobal,,,,3.0,2.0,2.0,180.0,68.0,,Venta de Hermoso Ph con Patio Y Parrilla,paga
GxoK1HcVnPwAeJrmwTAU0A==,Propiedad,2020-03-26,9999-12-31,2020-03-26,-34.650737799999995,-58.5117591,Argentina,Capital Federal,Mataderos,,,,3.0,2.0,,,,,"Ph en Venta en Mataderos, Capital federal U$S 145000",no paga
xbWIMtzwZq/x0bJUycS8CQ==,Propiedad,2019-11-23,2019-12-23,2019-11-23,-34.6034851,-58.4459029,Argentina,Capital Federal,Villa Crespo,,,,3.0,2.0,1.0,70.0,49.0,,"Hermoso ph de tres ambientes, totalmente reciclado a nuevo con estilo vintage,en excelente zona de Villa Crespo.",no paga
TGrOIFd0YZiyfzIozigReg==,Propiedad,2020-08-15,9999-12-31,2020-08-15,-34.5386738,-58.5018629,Argentina,Bs.As. G.B.A. Zona Norte,Vicente López,Florida,,,4.0,3.0,3.0,,148.0,Mensual,PH - Florida Oeste,paga
5ca4inJgV+f7az4rlicWcA==,Propiedad,2019-11-16,2019-11-29,2019-11-16,-34.6206908,-58.4402968,Argentina,Capital Federal,Caballito,,,,4.0,,2.0,140.0,140.0,Mensual,Venta PH 4 ambientes Caballito,paga
E/0dcVou8mL3t9IyILUrRw==,Propiedad,2019-11-27,2019-12-23,2019-11-27,-34.616878,-58.421440000000004,Argentina,Capital Federal,Caballito,,,,5.0,4.0,5.0,247.0,210.0,,Venta de 2  PH en bloque en Caballito con 2 cocheras. ,paga
zEzhCm250Lt07IYYdkL/nQ==,Propiedad,2020-08-04,9999-12-31,2020-08-04,,,Argentina,Buenos Aires Interior,General Pueyrredón,,,,4.0,3.0,2.0,160.0,135.0,Mensual,PH - Chauvin,no paga
w8/AGpol9frogRlPtvZQHw==,Propiedad,2020-05-17,2020-05-27,2020-05-17,-40.125668,-71.315659,Argentina,Neuquén,San Martín de los Andes,,,,3.0,2.0,2.0,,,,VENTA DE 2 CASAS EN CONJUNTO / CASI A ESTRENAR / 2 DORMITORIOS CON COCHERA Y PARRILLA,paga
dV2YbVQIPFtcGPPEBqp3YQ==,Propiedad,2020-03-31,9999-12-31,2020-03-31,-36.5700065621,-56.6913020784,Argentina,Buenos Aires Costa Atlántica,Mar del Tuyú,,,,3.0,2.0,1.0,,,,Casa PH en Venta en Mar del Tuyu,no paga
RWtqkrhjZWwieWXrn19wmg==,Propiedad,2019-11-08,2019-12-23,2019-11-08,-34.6017991,-58.4152637,Argentina,Capital Federal,Almagro,,,,3.0,2.0,2.0,91.0,69.0,,VENTA PH MODERNO 3 AMB. RECICLADO A ESTRENAR SIN EXPENSAS LUZ PLENA,paga
IFlKasq9XpeLltChTWzwSw==,Propiedad,2019-09-10,9999-12-31,2019-09-10,-34.5495862,-58.4597915,Argentina,Capital Federal,Nuñez,,,,,,,,,Mensual,"Horacio Quiroga al 1900, PH 4 amb con terraza, parrilla EXCELENTE",paga
fQ6BADXzYaqqun9w7bxdrA==,Propiedad,2020-07-29,9999-12-31,2020-07-29,-38.0204127,-57.5711343,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,,,,2.0,1.0,1.0,,,,"PH 2 AMB.POR PASILLO, CON PATIO.",no paga
aSU4S+c5YB+Srt2IlBNwZg==,Propiedad,2020-04-09,9999-12-31,2020-04-09,-31.3656559,-64.23278549999999,Argentina,Córdoba,Córdoba,,,,2.0,,2.0,,108.0,,Duplex 2 dorm. con cochera en venta  - A 2 cuadras de Rafael Nuñez,no paga
O2nQa/Z6hwtM5h/bLsp3Sw==,Propiedad,2019-12-21,2019-12-23,2019-12-21,-34.589956,-58.432348,Argentina,Capital Federal,Palermo,,,,8.0,7.0,5.0,240.0,240.0,,Depto.tipo casa de 8 ambientes en Venta en Palermo,paga
L20U4M3Qm5MJIIZFYTZwsQ==,Propiedad,2020-04-04,9999-12-31,2020-04-04,-34.713433497,-58.3694966884,Argentina,Bs.As. G.B.A. Zona Sur,Lanús,,,,3.0,2.0,1.0,,,,Departamento Tipo Casa en Venta Cond en Lanus Este,no paga
FIZvtZ5Mz06NM12EtDduzA==,Propiedad,2020-06-08,2020-06-25,2020-06-08,-38.0322336,-57.5466696,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,,,,,2.0,2.0,,,,Venta PH,no paga
5Wnp3eeV7L+iDtgbIQ95sQ==,Propiedad,2019-10-05,2019-11-08,2019-10-05,-34.614266582199996,-58.4364852859,Argentina,Capital Federal,Caballito,,,,5.0,,1.0,354.0,146.0,Mensual,PH - Caballito Norte,paga
m15sjhxe6EZZvzW5KEsluw==,Propiedad,2020-07-14,9999-12-31,2020-07-14,-33.074486199999996,-60.575383499999994,Argentina,Santa Fe,Pueblo Esther,,,,4.0,2.0,,,,,VENTA - PROPIEDAD en Pueblo Esther - ZONA CENTRO - H. Irigoyen al 1400,no paga
izEEx8e5MFZP1bve+44sfw==,Propiedad,2020-04-09,9999-12-31,2020-04-09,-34.6586241805,-58.3449063355,Argentina,Bs.As. G.B.A. Zona Sur,Avellaneda,,,,3.0,2.0,1.0,,,,Casa PH en Venta en Dock Sud,no paga
nB6vfKXPhHWym4pjQH6o7Q==,Propiedad,2020-04-18,9999-12-31,2020-04-18,-39.947371999999994,-71.077042,Argentina,Neuquén,Junin de los Andes,,,,7.0,3.0,4.0,,,,CASA-Junín de los Andes-Neuquén,paga
roOfGpeNQZTdEyIIi0GU+g==,Propiedad,2019-12-19,2020-06-19,2019-12-19,-32.976460208,-68.8289573051,Argentina,Capital Federal,,,,,7.0,3.0,3.0,,,,Casa en Venta Barrio Privado La Luisa,no paga
8sCBom1ZcgeeINPbGnDPGw==,Propiedad,2020-03-21,9999-12-31,2020-03-21,,,Argentina,Córdoba,Córdoba,Centro,,,3.0,0.0,1.0,,,,Venta Apartamento Dos Dormitorios Centro Montevideo,no paga
J4YznAdfgAgDnsWmsYVwJA==,Propiedad,2020-02-12,2020-03-06,2020-02-12,,,Argentina,Bs.As. G.B.A. Zona Sur,La Plata,La Plata,,,2.0,1.0,1.0,,33.0,Mensual,PH - La Plata,no paga
